item_id,piece_id,piece_type,scale_factor
mp_khuzait_mace,mp_khuzait_mace_head,Blade,
mp_khuzait_mace,mp_test_mace_handle,Handle,110
mp_khuzait_heavy_mace,mp_khuzait_heavy_mace_head,Blade,110
mp_khuzait_heavy_mace,mp_khuzait_heavy_mace_handle,Handle,100
mp_khuzait_cavalry_mace,mp_khuzait_cavalry_mace_head,Blade,110
mp_khuzait_cavalry_mace,mp_khuzait_cavalry_mace_handle,Handle,110
mp_aserai_mace,mp_aserai_mace_head,Blade,110
mp_aserai_mace,mp_aserai_mace_handle,Handle,110
mp_aserai_heavy_mace,mp_aserai_heavy_mace_head,Blade,100
mp_aserai_heavy_mace,mp_aserai_heavy_mace_handle,Handle,110
mp_vlandian_hammer,mp_sturgia_hammer_head,Blade,110
mp_vlandian_hammer,mp_sturgia_hammer_handle,Handle,110
mp_sturgia_twohanded_hammer,mp_sturgia_2hhammer_head,Blade,110
mp_sturgia_twohanded_hammer,mp_sturgia_2hammer_handle,Handle,100
mp_aserai_twohanded_mace,mp_aserai_maul_head,Blade,110
mp_aserai_twohanded_mace,mp_sturgia_2hammer_handle,Handle,90
mp_battania_twohanded_hammer,mp_battania_2hhammer_head,Blade,110
mp_battania_twohanded_hammer,mp_battania_2hammer_handle,Handle,92
mp_battania_mace,mp_battania_mace_head,Blade,110
mp_battania_mace,mp_battania_mace_handle,Handle,107
mp_test_mace,mp_test_mace_head,Blade,105
mp_test_mace,mp_test_mace_handle,Handle,110
mp_test_twohandedmace,mp_test_2hmace_head,Blade,110
mp_test_twohandedmace,mp_test_2hmace_handle,Handle,
mp_khuzait_throwing_spear,mp_khuzait_throwing_spear_blade,Blade,100
mp_khuzait_throwing_spear,mp_spear_guard_15,Guard,
mp_khuzait_throwing_spear,mp_khuzait_throwing_spear_handle,Handle,90
mp_khuzait_extra_throwing_spear,mp_khuzait_extra_throwing_spear_blade,Blade,100
mp_khuzait_extra_throwing_spear,mp_spear_guard_15,Guard,
mp_khuzait_extra_throwing_spear,mp_khuzait_throwing_spear_handle,Handle,90
mp_ash_throwing_spear,mp_ash_throwing_spear_blade,Blade,100
mp_ash_throwing_spear,mp_spear_guard_4,Guard,
mp_ash_throwing_spear,mp_ash_throwing_spear_handle,Handle,100
mp_ash_throwing_spear,mp_spear_pommel_8,Pommel,
mp_ash_throwing_spear_extra,mp_ash_throwing_spear_blade_extra,Blade,100
mp_ash_throwing_spear_extra,mp_spear_guard_4,Guard,
mp_ash_throwing_spear_extra,mp_ash_throwing_spear_handle,Handle,100
mp_ash_throwing_spear_extra,mp_spear_pommel_8,Pommel,
mp_battanian_throwing_axe,mp_battanian_throwing_axe_head,Blade,110
mp_battanian_throwing_axe,mp_battanian_throwing_axe_handle,Handle,110
mp_vlandian_throwing_axe,mp_vlandian_throwing_axe_head,Blade,110
mp_vlandian_throwing_axe,mp_vlandian_throwing_axe_handle,Handle,110
mp_vlandian_throwing_axe_extra,mp_vlandian_throwing_axe_head_extra,Blade,
mp_vlandian_throwing_axe_extra,mp_vlandian_throwing_axe_handle,Handle,110
mp_sturgia_throwing_axe,mp_sturgia_throwing_axe_head,Blade,110
mp_sturgia_throwing_axe,mp_sturgia_throwing_axe_handle,Handle,110
mp_sturgia_throwing_axe_captain,mp_sturgia_throwing_axe_head_captain,Blade,110
mp_sturgia_throwing_axe_captain,mp_sturgia_throwing_axe_handle,Handle,110
mp_aserai_throwing_axe,mp_aserai_throwing_axe_head,Blade,110
mp_aserai_throwing_axe,mp_aserai_throwing_axe_handle,Handle,110
mp_sturgia_harpoon,mp_sturgia_harpoon_blade,Blade,110
mp_sturgia_harpoon,mp_sturgia_harpoon_handle,Handle,110
mp_sturgia_harpoon_extra,mp_sturgia_harpoon_blade_extra,Blade,110
mp_sturgia_harpoon_extra,mp_sturgia_harpoon_handle,Handle,110
mp_sturgia_harpoon_strong,mp_sturgia_harpoon_blade_strong,Blade,110
mp_sturgia_harpoon_strong,mp_sturgia_harpoon_handle,Handle,110
mp_sturgia_harpoon_captain,mp_sturgia_harpoon_blade_captain,Blade,110
mp_sturgia_harpoon_captain,mp_sturgia_harpoon_handle,Handle,110
mp_sturgia_harpoon_extra_captain,mp_sturgia_harpoon_blade_extra_captain,Blade,110
mp_sturgia_harpoon_extra_captain,mp_sturgia_harpoon_handle,Handle,110
mp_sturgia_harpoon_strong_captain,mp_sturgia_harpoon_blade_strong_captain,Blade,110
mp_sturgia_harpoon_strong_captain,mp_sturgia_harpoon_handle,Handle,110
mp_javelin,mp_javelin_blade,Blade,110
mp_javelin,mp_javelin_handle,Handle,90
mp_javelin_extraammo,mp_javelin_blade_extraammo,Blade,110
mp_javelin_extraammo,mp_javelin_handle_extraammo,Handle,90
mp_javelin_captain,mp_javelin_blade_captain,Blade,110
mp_javelin_captain,mp_javelin_handle,Handle,90
mp_javelin_extraammo_captain,mp_javelin_blade_extraammo_captain,Blade,110
mp_javelin_extraammo_captain,mp_javelin_handle_extraammo,Handle,90
mp_empire_javelin,mp_battania_javelin_blade,Blade,
mp_empire_javelin,mp_spear_guard_15,Guard,
mp_empire_javelin,mp_jereed_handle,Handle,
mp_empire_javelin,mp_spear_pommel_8,Pommel,
mp_empire_javelin_captain,mp_battania_javelin_blade_captain,Blade,
mp_empire_javelin_captain,mp_spear_guard_15,Guard,
mp_empire_javelin_captain,mp_jereed_handle,Handle,
mp_empire_javelin_captain,mp_spear_pommel_8,Pommel,
mp_light_javelin,mp_light_javelin_blade,Blade,
mp_light_javelin,mp_light_javelin_handle,Handle,90
mp_plumbata,mp_plumbata_blade,Blade,110
mp_plumbata,mp_default_polearm_guard,Guard,
mp_plumbata,mp_plumbata_handle,Handle,110
mp_plumbata,mp_default_polearm_pommel,Pommel,
mp_pilum,mp_pilum_blade,Blade,110
mp_pilum,mp_spear_guard_7,Guard,
mp_pilum,mp_pilum_handle,Handle,105
mp_pilum_extraammo,mp_pilum_blade_extraammo,Blade,110
mp_pilum_extraammo,mp_spear_guard_7,Guard,
mp_pilum_extraammo,mp_pilum_handle_extraammo,Handle,110
mp_jereed,mp_jereed_blade,Blade,90
mp_jereed,mp_jereed_handle,Handle,90
mp_jereed,mp_spear_pommel_12,Pommel,
mp_jereed_extra,mp_jereed_blade_extra,Blade,90
mp_jereed_extra,mp_jereed_handle,Handle,90
mp_jereed_extra,mp_spear_pommel_12,Pommel,
mp_jereed_captain,mp_jereed_blade_captain,Blade,90
mp_jereed_captain,mp_jereed_handle,Handle,90
mp_jereed_captain,mp_spear_pommel_12,Pommel,
mp_jereed_extra_captain,mp_jereed_blade_extra_captain,Blade,90
mp_jereed_extra_captain,mp_jereed_handle,Handle,90
mp_jereed_extra_captain,mp_spear_pommel_12,Pommel,
mp_battania_javelin,mp_battania_javelin_blade,Blade,105
mp_battania_javelin,mp_battania_javelin_handle,Handle,102
mp_battania_javelin,mp_spear_pommel_8,Pommel,90
mp_battania_javelin_extra,mp_battania_javelin_blade_extra,Blade,105
mp_battania_javelin_extra,mp_battania_javelin_handle,Handle,102
mp_battania_javelin_extra,mp_spear_pommel_8,Pommel,90
mp_battania_javelin_captain,mp_battania_javelin_blade_captain,Blade,105
mp_battania_javelin_captain,mp_battania_javelin_handle,Handle,102
mp_battania_javelin_captain,mp_spear_pommel_8,Pommel,90
mp_battania_javelin_extra_captain,mp_battania_javelin_blade_extra_captain,Blade,105
mp_battania_javelin_extra_captain,mp_battania_javelin_handle,Handle,102
mp_battania_javelin_extra_captain,mp_spear_pommel_8,Pommel,90
execution_axe,axe_craft_7_head,Blade,90
execution_axe,axe_craft_6_handle,Handle,110
aserai_sword_1_t2_blunt,aserai_blade_4_blunt,Blade,100
aserai_sword_1_t2_blunt,aserai_guard_1,Guard,100
aserai_sword_1_t2_blunt,aserai_grip_1,Handle,100
aserai_sword_1_t2_blunt,aserai_pommel_1,Pommel,100
aserai_sword_2_t2_blunt,aserai_blade_3_blunt,Blade,100
aserai_sword_2_t2_blunt,aserai_guard_6,Guard,100
aserai_sword_2_t2_blunt,aserai_grip_5,Handle,100
aserai_sword_2_t2_blunt,aserai_pommel_1,Pommel,100
seax_blunt,dagger_blade_3_blunt,Blade,93
seax_blunt,sturgian_dagger_guard_8,Guard,90
seax_blunt,aserai_grip_3,Handle,110
seax_blunt,khuzait_pommel_2,Pommel,
eastern_spear_1_t2_blunt,spear_blade_35_blunt,Blade,95
eastern_spear_1_t2_blunt,spear_handle_3,Handle,95
khuzait_polearm_1_t4_blunt,spear_blade_19_blunt,Blade,110
khuzait_polearm_1_t4_blunt,default_polearm_guard,Guard,
khuzait_polearm_1_t4_blunt,spear_handle_15,Handle,93
khuzait_polearm_1_t4_blunt,default_polearm_pommel,Pommel,
desert_throwing_knife_blunt,dagger_blade_13_blunt,Blade,110
desert_throwing_knife_blunt,aserai_dagger_guard_4,Guard,
desert_throwing_knife_blunt,aserai_grip_8,Handle,
desert_throwing_knife_blunt,aserai_pommel_3,Pommel,
eastern_javelin_1_t2_blunt,spear_blade_35_blunt,Blade,100
eastern_javelin_1_t2_blunt,default_polearm_guard,Guard,100
eastern_javelin_1_t2_blunt,spear_handle_9,Handle,100
eastern_javelin_1_t2_blunt,default_polearm_pommel,Pommel,100
aserai_axe_2_t2_blunt,axe_craft_30_head_blunt,Blade,100
aserai_axe_2_t2_blunt,axe_craft_15_handle,Handle,100
battania_2haxe_1_t2_blunt,axe_craft_14_head_blunt,Blade,100
battania_2haxe_1_t2_blunt,axe_craft_30_handle,Handle,100
battania_2hsword_1_t2_blunt,battania_blade_3_iron_blunt,Blade,110
battania_2hsword_1_t2_blunt,battania_guard_8,Guard,100
battania_2hsword_1_t2_blunt,sturgian_grip_27,Handle,100
battania_2hsword_1_t2_blunt,sturgian_pommel_4,Pommel,100
battania_sword_1_t2_blunt,battania_blade_3_blunt,Blade,100
battania_sword_1_t2_blunt,battania_guard_7,Guard,100
battania_sword_1_t2_blunt,cleaver_grip_3,Handle,100
battania_sword_1_t2_blunt,battania_pommel_1,Pommel,100
empire_sword_1_t2_blunt,empire_blade_4_blunt,Blade,100
empire_sword_1_t2_blunt,cleaver_guard_4,Guard,100
empire_sword_1_t2_blunt,empire_grip_6,Handle,100
empire_sword_1_t2_blunt,empire_pommel_1,Pommel,100
western_javelin_1_t2_blunt,spear_blade_15_blunt,Blade,100
western_javelin_1_t2_blunt,default_polearm_guard,Guard,100
western_javelin_1_t2_blunt,spear_handle_2,Handle,100
western_javelin_1_t2_blunt,default_polearm_pommel,Pommel,100
empire_lance_1_t3_blunt,spear_blade_23_blunt,Blade,101
empire_lance_1_t3_blunt,default_polearm_guard,Guard,
empire_lance_1_t3_blunt,spear_handle_13,Handle,97
empire_lance_1_t3_blunt,default_polearm_pommel,Pommel,
empire_menavlion_1_t3_blunt,spear_blade_7_blunt,Blade,
empire_menavlion_1_t3_blunt,spear_banner_2,Guard,
empire_menavlion_1_t3_blunt,spear_handle_15,Handle,
empire_menavlion_1_t3_blunt,default_polearm_pommel,Pommel,
khuzait_sword_1_t2_blunt,khuzait_blade_7_blunt,Blade,100
khuzait_sword_1_t2_blunt,khuzait_guard_4,Guard,100
khuzait_sword_1_t2_blunt,khuzait_grip_7,Handle,100
khuzait_sword_1_t2_blunt,khuzait_pommel_2,Pommel,100
vlandia_sword_1_t2_blunt,vlandian_blade_1_blunt,Blade,100
vlandia_sword_1_t2_blunt,cleaver_guard_2,Guard,100
vlandia_sword_1_t2_blunt,vlandian_grip_2,Handle,100
vlandia_sword_1_t2_blunt,vlandian_pommel_1,Pommel,100
billhook_polearm_t2_blunt,spear_blade_33_blunt,Blade,100
billhook_polearm_t2_blunt,default_polearm_guard,Guard,100
billhook_polearm_t2_blunt,spear_handle_4,Handle,90
billhook_polearm_t2_blunt,default_polearm_pommel,Pommel,100
vlandia_lance_1_t3_blunt,spear_blade_20_blunt,Blade,100
vlandia_lance_1_t3_blunt,spear_handle_23,Handle,100
sturgia_axe_2_t2_blunt,axe_craft_20_head_blunt,Blade,110
sturgia_axe_2_t2_blunt,axe_craft_2_handle,Handle,100
northern_throwing_axe_1_t1_blunt,axe_craft_13_head_blunt,Blade,100
northern_throwing_axe_1_t1_blunt,axe_craft_11_handle,Handle,100
northern_spear_1_t2_blunt,spear_blade_15_blunt,Blade,100
northern_spear_1_t2_blunt,spear_handle_6,Handle,100
sturgia_sword_1_t2_blunt,sturgian_blade_1_blunt,Blade,100
sturgia_sword_1_t2_blunt,sturgian_guard_1,Guard,100
sturgia_sword_1_t2_blunt,sturgian_grip_13,Handle,100
sturgia_sword_1_t2_blunt,sturgian_pommel_7,Pommel,100
peasant_maul_t1,mace_head_24,Blade,90
peasant_maul_t1,spear_handle_1,Handle,110
peasant_maul_t1_2,mace_head_24,Blade,102
peasant_maul_t1_2,spear_handle_1,Handle,
peasant_pickaxe_1_t1,axe_craft_37_head,Blade,100
peasant_pickaxe_1_t1,axe_craft_20_handle,Handle,100
peasant_hatchet_1_t1,axe_craft_32_head,Blade,
peasant_hatchet_1_t1,axe_craft_33_handle,Handle,
peasant_hatchet_1_t1,default_polearm_pommel,Pommel,
peasant_sickle_1_t1,sickle_blade_1,Blade,98
peasant_sickle_1_t1,axe_craft_33_handle,Handle,90
peasant_sickle_1_t1,default_polearm_pommel,Pommel,
peasant_hammer_1_t1,blacksmith_hammer_tip_1,Blade,100
peasant_hammer_1_t1,blacksmith_hammer_handle_1,Handle,100
peasant_hammer_2_t1,mace_head_24,Blade,
peasant_hammer_2_t1,blacksmith_hammer_handle_1,Handle,
peasant_hammer_2_t1,cleaver_pommel_4,Pommel,
peasant_2haxe_1_t1,axe_craft_15_head,Blade,100
peasant_2haxe_1_t1,axe_craft_7_handle,Handle,100
peasant_pitchfork_1_t1,spear_blade_32,Blade,100
peasant_pitchfork_1_t1,spear_handle_1,Handle,100
peasant_pitchfork_2_t1,spear_blade_29,Blade,100
peasant_pitchfork_2_t1,spear_handle_1,Handle,100
peasant_polearm_1_t1,spear_blade_31,Blade,100
peasant_polearm_1_t1,spear_handle_1,Handle,100
wooden_sword_t1,wood_blade_1,Blade,110
wooden_sword_t1,wood_guard_1,Guard,
wooden_sword_t1,wood_grip_1,Handle,110
wooden_sword_t1,wood_pommel_1,Pommel,
wooden_sword_t2,wood_blade_2,Blade,110
wooden_sword_t2,wood_guard_1,Guard,
wooden_sword_t2,wood_grip_1,Handle,110
wooden_sword_t2,wood_pommel_1,Pommel,
wooden_2hsword_t1,wood_blade_1,Blade,105
wooden_2hsword_t1,wood_guard_1,Guard,
wooden_2hsword_t1,wood_grip_2,Handle,
wooden_2hsword_t1,wood_pommel_1,Pommel,
practice_spear_t1,spear_blade_34,Blade,
practice_spear_t1,default_polearm_guard,Guard,
practice_spear_t1,spear_handle_3,Handle,
practice_spear_t1,default_polearm_pommel,Pommel,
winds_fury_sword_t3,khuzait_blade_8,Blade,100
winds_fury_sword_t3,khuzait_guard_6,Guard,100
winds_fury_sword_t3,khuzait_grip_6,Handle,100
winds_fury_sword_t3,khuzait_pommel_5,Pommel,100
tyrhung_sword_t3,sturgian_blade_3,Blade,100
tyrhung_sword_t3,sturgian_guard_2,Guard,100
tyrhung_sword_t3,vlandian_grip_23,Handle,100
tyrhung_sword_t3,sturgian_pommel_9,Pommel,100
the_scalpel_sword_t3,aserai_blade_2,Blade,100
the_scalpel_sword_t3,aserai_guard_7,Guard,100
the_scalpel_sword_t3,khuzait_grip_14,Handle,100
the_scalpel_sword_t3,khuzait_pommel_1,Pommel,100
dawnbreaker_sword_t3,sturgian_blade_3,Blade,100
dawnbreaker_sword_t3,vlandian_guard_1,Guard,100
dawnbreaker_sword_t3,vlandian_grip_24,Handle,100
dawnbreaker_sword_t3,vlandian_pommel_9,Pommel,100
ambassador_sword_t3,aserai_blade_10,Blade,100
ambassador_sword_t3,vlandian_guard_6,Guard,100
ambassador_sword_t3,khuzait_grip_14,Handle,100
ambassador_sword_t3,cleaver_pommel_2,Pommel,100
early_retirement_2hsword_t3,battania_blade_1,Blade,100
early_retirement_2hsword_t3,battania_guard_9,Guard,100
early_retirement_2hsword_t3,khuzait_grip_14,Handle,100
early_retirement_2hsword_t3,battania_pommel_9,Pommel,100
bone_crusher_mace_t3,mace_head_26,Blade,
bone_crusher_mace_t3,mace_handle_1,Handle,
bone_crusher_mace_t3,empire_pommel_2,Pommel,
pernach_mace_t3,mace_head_2,Blade,90
pernach_mace_t3,mace_handle_14,Handle,
pernach_mace_t3,spear_pommel_2,Pommel,
knights_fall_mace_t3,mace_head_19,Blade,
knights_fall_mace_t3,mace_handle_12,Handle,
knights_fall_mace_t3,spear_pommel_11,Pommel,
judgement_mace_t3,mace_head_20,Blade,100
judgement_mace_t3,mace_handle_4,Handle,100
black_heart_2haxe_t3,axe_craft_34_head,Blade,100
black_heart_2haxe_t3,axe_craft_6_handle,Handle,100
reaper_falx,battania_blade_6,Blade,104
reaper_falx,cleaver_guard_3,Guard,108
reaper_falx,vlandian_grip_12,Handle,
reaper_falx,vlandian_pommel_1,Pommel,101
justicier_2hsword,empire_blade_1,Blade,99
justicier_2hsword,vlandian_guard_4,Guard,
justicier_2hsword,empire_grip_14,Handle,96
justicier_2hsword,empire_pommel_6,Pommel,93
avalanche_2haxe,axe_craft_7_head,Blade,
avalanche_2haxe,axe_craft_4_handle,Handle,93
sentinel_2hsword,vlandian_blade_7,Blade,
sentinel_2hsword,vlandian_guard_7,Guard,
sentinel_2hsword,aserai_grip_10,Handle,
sentinel_2hsword,sturgian_pommel_5,Pommel,
aserai_axe_1_t2,axe_craft_33_head,Blade,100
aserai_axe_1_t2,axe_craft_25_handle,Handle,100
aserai_axe_2_t2,axe_craft_30_head,Blade,100
aserai_axe_2_t2,axe_craft_15_handle,Handle,100
sturgia_axe_2_t2,axe_craft_20_head,Blade,110
sturgia_axe_2_t2,axe_craft_2_handle,Handle,100
battania_axe_1_t2,axe_craft_2_head,Blade,100
battania_axe_1_t2,axe_craft_2_handle,Handle,100
small_spurred_axe_t2,axe_craft_24_head,Blade,100
small_spurred_axe_t2,axe_craft_2_handle,Handle,100
southern_small_axe_t2,axe_craft_27_head,Blade,100
southern_small_axe_t2,axe_craft_15_handle,Handle,100
small_bit_axe_t2,axe_craft_35_head,Blade,100
small_bit_axe_t2,axe_craft_25_handle,Handle,95
northern_battle_axe_t3,axe_craft_36_head,Blade,100
northern_battle_axe_t3,axe_craft_26_handle,Handle,100
vlandia_axe_1_t3,axe_craft_20_head,Blade,100
vlandia_axe_1_t3,axe_craft_23_handle,Handle,100
sturgia_axe_3_t3,axe_craft_21_head,Blade,100
sturgia_axe_3_t3,axe_craft_5_handle,Handle,100
imperial_axe_t3,axe_craft_29_head,Blade,100
imperial_axe_t3,axe_craft_18_handle,Handle,100
woodland_axe_t3,axe_craft_28_head,Blade,100
woodland_axe_t3,axe_craft_19_handle,Handle,100
tzkurion_axe_t3,axe_craft_26_head,Blade,100
tzkurion_axe_t3,axe_craft_26_handle,Handle,100
large_franziskaa_axe_t3,axe_craft_12_head,Blade,110
large_franziskaa_axe_t3,axe_craft_27_handle,Handle,90
vlandia_axe_2_t4,axe_craft_25_head,Blade,100
vlandia_axe_2_t4,axe_craft_13_handle,Handle,100
sturgia_axe_4_t4,axe_craft_11_head,Blade,100
sturgia_axe_4_t4,axe_craft_3_handle,Handle,100
battania_axe_2_t4,axe_craft_23_head,Blade,100
battania_axe_2_t4,axe_craft_21_handle,Handle,100
bamboo_axe_t4,axe_craft_19_head,Blade,100
bamboo_axe_t4,axe_craft_17_handle,Handle,100
battle_axe_t4,axe_craft_18_head,Blade,100
battle_axe_t4,axe_craft_22_handle,Handle,100
sturgia_axe_5_t5,axe_craft_8_head,Blade,100
sturgia_axe_5_t5,axe_craft_24_handle,Handle,100
battania_axe_3_t5,axe_craft_9_head,Blade,100
battania_axe_3_t5,axe_craft_16_handle,Handle,100
battania_2haxe_1_t2,axe_craft_14_head,Blade,100
battania_2haxe_1_t2,axe_craft_30_handle,Handle,100
simple_sparth_axe_t2,axe_craft_5_head,Blade,100
simple_sparth_axe_t2,axe_craft_14_handle,Handle,100
aserai_2haxe_2_t3,axe_craft_16_head,Blade,
aserai_2haxe_2_t3,axe_craft_6_handle,Handle,
aserai_2haxe_2_t3,khuzait_noble_pommel_3,Pommel,
aserai_2haxe_1_t3,axe_craft_16_head,Blade,90
aserai_2haxe_1_t3,axe_craft_8_handle,Handle,103
aserai_2haxe_1_t3,default_polearm_pommel,Pommel,
bearded_axe_t3,axe_craft_3_head,Blade,100
bearded_axe_t3,axe_craft_29_handle,Handle,100
northern_axe_t3,axe_craft_7_head,Blade,100
northern_axe_t3,axe_craft_29_handle,Handle,110
vlandia_2haxe_1_t4,axe_craft_17_head,Blade,100
vlandia_2haxe_1_t4,axe_craft_1_handle,Handle,100
aserai_2haxe_2_t4,axe_craft_16_head,Blade,90
aserai_2haxe_2_t4,axe_craft_10_handle,Handle,98
aserai_2haxe_2_t4,default_polearm_pommel,Pommel,
sturgia_2haxe_1_t4,axe_craft_1_head,Blade,100
sturgia_2haxe_1_t4,axe_craft_6_handle,Handle,100
hooked_axe_t4,axe_craft_34_head,Blade,100
hooked_axe_t4,axe_craft_31_handle,Handle,100
aserai_2haxe_3_t5,axe_craft_38_head,Blade,100
aserai_2haxe_3_t5,axe_craft_1_handle,Handle,100
sturgia_2haxe_2_t5,axe_craft_22_head,Blade,100
sturgia_2haxe_2_t5,axe_craft_4_handle,Handle,100
western_spear_1_t2,spear_blade_1,Blade,90
western_spear_1_t2,spear_handle_5,Handle,90
western_spear_2_t2,spear_blade_9,Blade,90
western_spear_2_t2,spear_handle_6,Handle,90
eastern_spear_1_t2,spear_blade_35,Blade,95
eastern_spear_1_t2,spear_handle_3,Handle,95
northern_spear_1_t2,spear_blade_15,Blade,100
northern_spear_1_t2,spear_handle_6,Handle,100
imperial_spear_t2,spear_blade_3,Blade,90
imperial_spear_t2,spear_handle_5,Handle,90
highland_spear_t2,spear_blade_13,Blade,90
highland_spear_t2,spear_guard_3,Guard,90
highland_spear_t2,spear_handle_5,Handle,90
military_fork_t2,spear_blade_26,Blade,100
military_fork_t2,spear_handle_6,Handle,90
western_spear_3_t3,spear_blade_8,Blade,90
western_spear_3_t3,spear_banner_12,Guard,90
western_spear_3_t3,spear_handle_25,Handle,90
western_spear_4_t3,spear_blade_8,Blade,94
western_spear_4_t3,spear_handle_25,Handle,90
eastern_spear_2_t3,spear_blade_14,Blade,110
eastern_spear_2_t3,spear_handle_18,Handle,110
eastern_spear_3_t3,spear_blade_35,Blade,95
eastern_spear_3_t3,default_polearm_guard,Guard,
eastern_spear_3_t3,spear_handle_22,Handle,90
eastern_spear_3_t3,default_polearm_pommel,Pommel,
highland_spear_3_t3,spear_blade_8,Blade,100
highland_spear_3_t3,spear_handle_23,Handle,110
southern_spear_3_t3,spear_blade_14,Blade,90
southern_spear_3_t3,spear_banner_16,Guard,90
southern_spear_3_t3,spear_handle_21,Handle,90
southern_spear_3_t3,default_polearm_pommel,Pommel,
southern_spear_4_t3,spear_blade_14,Blade,100
southern_spear_4_t3,default_polearm_guard,Guard,100
southern_spear_4_t3,spear_handle_21,Handle,90
northern_spear_2_t3,spear_blade_40,Blade,90
northern_spear_2_t3,spear_banner_10,Guard,90
northern_spear_2_t3,spear_handle_21,Handle,90
northern_spear_4_t4,spear_blade_36,Blade,90
northern_spear_4_t4,spear_banner_10,Guard,90
northern_spear_4_t4,spear_handle_21,Handle,90
eastern_throwing_spear_1_t3,spear_blade_35,Blade,90
eastern_throwing_spear_1_t3,spear_banner_16,Guard,90
eastern_throwing_spear_1_t3,spear_handle_14,Handle,90
eastern_throwing_spear_1_t3,default_polearm_pommel,Pommel,
triangluar_spear_t3,spear_blade_2,Blade,100
triangluar_spear_t3,spear_handle_25,Handle,90
western_spear_4_t4,spear_blade_4,Blade,100
western_spear_4_t4,spear_banner_10,Guard,100
western_spear_4_t4,spear_handle_27,Handle,90
western_spear_4_t4,spear_pommel_4,Pommel,100
western_spear_5_t4,spear_blade_4,Blade,90
western_spear_5_t4,spear_guard_3,Guard,100
western_spear_5_t4,spear_handle_27,Handle,90
western_spear_5_t4,spear_pommel_4,Pommel,100
eastern_spear_4_t4,spear_blade_42,Blade,100
eastern_spear_4_t4,spear_guard_3,Guard,100
eastern_spear_4_t4,spear_handle_16,Handle,110
eastern_spear_4_t4,spear_pommel_11,Pommel,100
highland_spear_4_t4,spear_blade_36,Blade,100
highland_spear_4_t4,spear_guard_5,Guard,100
highland_spear_4_t4,spear_handle_27,Handle,110
highland_spear_4_t4,spear_pommel_1,Pommel,100
northern_spear_3_t4,spear_blade_36,Blade,100
northern_spear_3_t4,spear_guard_2,Guard,100
northern_spear_3_t4,spear_handle_16,Handle,100
northern_spear_3_t4,spear_pommel_5,Pommel,100
southern_spear_3_t4,spear_blade_11,Blade,100
southern_spear_3_t4,spear_guard_7,Guard,100
southern_spear_3_t4,spear_handle_20,Handle,110
southern_spear_3_t4,spear_pommel_11,Pommel,100
eastern_throwing_spear_2_t4,spear_blade_13,Blade,90
eastern_throwing_spear_2_t4,spear_guard_7,Guard,90
eastern_throwing_spear_2_t4,spear_handle_14,Handle,100
eastern_throwing_spear_2_t4,default_polearm_pommel,Pommel,100
imperial_throwing_spear_1_t4,spear_blade_38,Blade,90
imperial_throwing_spear_1_t4,default_polearm_guard,Guard,100
imperial_throwing_spear_1_t4,spear_handle_19_2,Handle,
imperial_throwing_spear_1_t4,default_polearm_pommel,Pommel,100
imperial_throwing_spear_1_t4_2,spear_blade_38,Blade,
imperial_throwing_spear_1_t4_2,default_polearm_guard,Guard,
imperial_throwing_spear_1_t4_2,spear_handle_13_2,Handle,110
imperial_throwing_spear_1_t4_2,default_polearm_pommel,Pommel,
wide_leaf_spear_t4,spear_blade_39,Blade,100
wide_leaf_spear_t4,spear_handle_27,Handle,100
wide_leaf_spear_t4,spear_pommel_9,Pommel,90
eastern_spear_5_t5,spear_blade_27,Blade,100
eastern_spear_5_t5,spear_guard_2,Guard,100
eastern_spear_5_t5,spear_handle_8,Handle,100
eastern_spear_5_t5,spear_pommel_12,Pommel,100
northern_spear_4_t5,spear_blade_13,Blade,90
northern_spear_4_t5,spear_guard_7,Guard,100
northern_spear_4_t5,spear_handle_26,Handle,100
northern_spear_4_t5,spear_pommel_9,Pommel,100
simple_pike_t2,spear_blade_9,Blade,90
simple_pike_t2,spear_handle_27,Handle,90
military_fork_pike_t3,spear_blade_25,Blade,100
military_fork_pike_t3,spear_handle_27,Handle,90
thamaskene_pike_t4,spear_blade_41,Blade,100
thamaskene_pike_t4,spear_handle_7,Handle,100
fine_pike_t4,spear_blade_11,Blade,100
fine_pike_t4,spear_handle_7,Handle,100
vlandia_pike_1_t5,spear_blade_6,Blade,110
vlandia_pike_1_t5,spear_handle_7,Handle,110
billhook_polearm_t2,spear_blade_33,Blade,100
billhook_polearm_t2,default_polearm_guard,Guard,100
billhook_polearm_t2,spear_handle_4,Handle,90
billhook_polearm_t2,default_polearm_pommel,Pommel,100
sturgia_polearm_1_t5,spear_blade_43,Blade,90
sturgia_polearm_1_t5,default_polearm_guard,Guard,100
sturgia_polearm_1_t5,spear_handle_26,Handle,90
sturgia_polearm_1_t5,default_polearm_pommel,Pommel,100
empire_polearm_1_t4,spear_blade_7,Blade,100
empire_polearm_1_t4,spear_banner_2,Guard,100
empire_polearm_1_t4,spear_handle_15,Handle,90
empire_polearm_1_t4,default_polearm_pommel,Pommel,100
khuzait_polearm_1_t4,spear_blade_19,Blade,106
khuzait_polearm_1_t4,spear_banner_16,Guard,90
khuzait_polearm_1_t4,spear_handle_15,Handle,90
khuzait_polearm_1_t4,default_polearm_pommel,Pommel,
easter_polesword_t4,spear_blade_22,Blade,100
