cohort,context,participant_scope,parent_group,display_name,canonical_troop_id,result,censoring_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,retention_rate,verified_player_side_total_kills,kill_total_coverage_complete,player_side_kill_share,verified_player_side_total_deployed,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap
white_harbor,field,player_party,Wyman Manderly's Party,Karstark Loyalist,karstark_loyalist,victory,final,1,2,2,4,0,0,0,2.000000,1.000000,180,True,0.022222,236,True,0.008475,2.622222,0.013748
white_harbor,field,player_party,Wyman Manderly's Party,Karstark Spearman,karstark_ruffian,victory,final,1,2,0,5,0,2,0,2.500000,0.000000,282,True,0.017730,240,True,0.008333,2.127660,0.009397
white_harbor,field,player_party,Wyman Manderly's Party,Mallister Elite Archer,mallister_elite_archer,victory,final,1,2,2,6,0,0,0,3.000000,1.000000,282,True,0.021277,240,True,0.008333,2.553191,0.012943
white_harbor,field,player_party,Wyman Manderly's Party,Mallister Elite Archer,mallister_elite_archer,defeat,final,1,4,0,4,0,4,0,1.000000,0.000000,196,True,0.020408,256,True,0.015625,1.306122,0.004783
white_harbor,field,player_party,Wyman Manderly's Party,Manderly Man at Arms,manderly_man_at_arms,victory,final,2,5,4,11,0,1,0,2.200000,0.800000,271,True,0.040590,314,True,0.015924,2.549077,0.024667
white_harbor,field,player_party,Wyman Manderly's Party,Manderly Veteran Archer,manderly_veteran_archer,victory,final,7,85,78,90,0,7,0,1.058824,0.917647,1381,True,0.065170,1430,True,0.059441,1.096392,0.005730
white_harbor,field,player_party,Wyman Manderly's Party,Manderly Veteran Archer,manderly_veteran_archer,defeat,final,1,10,0,15,3,7,0,1.500000,0.000000,196,True,0.076531,256,True,0.039062,1.959184,0.037468
white_harbor,field,player_party,Wyman Manderly's Party,Mormont Bowmaiden,mormont_bowmaiden,victory,final,6,50,49,78,0,1,0,1.560000,0.980000,1237,True,0.063056,1274,True,0.039246,1.606661,0.023809
white_harbor,field,player_party,Wyman Manderly's Party,Mormont Bowmaiden,mormont_bowmaiden,defeat,final,1,12,0,23,4,8,0,1.916667,0.000000,196,True,0.117347,256,True,0.046875,2.503401,0.070472
white_harbor,field,player_party,Wyman Manderly's Party,Mormont Huntress,mormont_huntress,victory,final,1,4,4,2,0,0,0,0.500000,1.000000,104,True,0.019231,192,True,0.020833,0.923077,-0.001603
white_harbor,field,player_party,Wyman Manderly's Party,Mormont Veteran Huntress,mormont_veteran_huntress,victory,final,3,11,11,9,0,0,0,0.818182,1.000000,399,True,0.022556,543,True,0.020258,1.113465,0.002299
white_harbor,field,player_party,Wyman Manderly's Party,Northern Colonel,,victory,final,1,6,4,7,1,1,0,1.166667,0.666667,180,True,0.038889,236,True,0.025424,1.529630,0.013465
white_harbor,field,player_party,Wyman Manderly's Party,Northern Horseman,,victory,final,1,2,2,5,0,0,0,2.500000,1.000000,282,True,0.017730,240,True,0.008333,2.127660,0.009397
white_harbor,field,player_party,Wyman Manderly's Party,Northern Mounted Warlord,,victory,final,3,15,13,14,0,2,0,0.933333,0.866667,451,True,0.031042,550,True,0.027273,1.138211,0.003769
white_harbor,field,player_party,Wyman Manderly's Party,Northern Scout,,victory,final,1,1,1,2,0,0,0,2.000000,1.000000,104,True,0.019231,192,True,0.005208,3.692308,0.014022
white_harbor,field,player_party,Wyman Manderly's Party,Northern Winter Champion,,victory,final,2,9,5,19,1,3,0,2.111111,0.555556,462,True,0.041126,476,True,0.018908,2.175084,0.022218
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Admiral,river_admiral,victory,final,2,4,2,8,0,2,0,2.000000,0.500000,462,True,0.017316,476,True,0.008403,2.060606,0.008913
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Admiral,river_admiral,defeat,final,1,7,0,15,0,7,0,2.142857,0.000000,196,True,0.076531,256,True,0.027344,2.798834,0.049187
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Archer,river_archer,victory,final,1,1,1,1,0,0,0,1.000000,1.000000,104,True,0.009615,192,True,0.005208,1.846154,0.004407
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Axeman,river_axeman,victory,final,2,10,0,19,2,8,0,1.900000,0.000000,658,True,0.028875,495,True,0.020202,1.429331,0.008673
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Axeman,river_axeman,defeat,final,1,4,0,6,2,2,0,1.500000,0.000000,196,True,0.030612,256,True,0.015625,1.959184,0.014987
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Cavalry,river_calvary,victory,final,2,7,5,19,0,2,0,2.714286,0.714286,544,True,0.034926,448,True,0.015625,2.235294,0.019301
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Horseman,river_horseman,victory,final,2,2,1,3,0,1,0,1.500000,0.500000,272,True,0.011029,385,True,0.005195,2.123162,0.005835
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Man at Arms,river_man_at_arms,victory,final,1,4,0,7,0,4,0,1.750000,0.000000,282,True,0.024823,240,True,0.016667,1.489362,0.008156
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Pikeman,river_pikeman,victory,final,1,4,0,5,1,3,0,1.250000,0.000000,282,True,0.017730,240,True,0.016667,1.063830,0.001064
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Pikeman,river_pikeman,defeat,final,1,4,0,3,1,3,0,0.750000,0.000000,196,True,0.015306,256,True,0.015625,0.979592,-0.000319
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Ranger,river_ranger,defeat,final,1,10,0,11,3,7,0,1.100000,0.000000,196,True,0.056122,256,True,0.039062,1.436735,0.017060
white_harbor,field,player_party,Wyman Manderly's Party,Riverlands Swordmaster,river_swordmaster,defeat,final,1,3,0,4,1,2,0,1.333333,0.000000,196,True,0.020408,256,True,0.011719,1.741497,0.008689
white_harbor,field,player_party,Wyman Manderly's Party,Stark Soldier,stark_soldier,defeat,final,1,4,0,4,2,2,0,1.000000,0.000000,196,True,0.020408,256,True,0.015625,1.306122,0.004783
white_harbor,field,player_party,Wyman Manderly's Party,Tully Archer,tully_archer,victory,final,1,1,1,3,0,0,0,3.000000,1.000000,104,True,0.028846,192,True,0.005208,5.538462,0.023638
white_harbor,field,player_party,Wyman Manderly's Party,Tully Longbowman,tully_longbowman,victory,final,2,3,3,4,0,0,0,1.333333,1.000000,272,True,0.014706,385,True,0.007792,1.887255,0.006914
white_harbor,field,player_party,Wyman Manderly's Party,Tully Longbowman,tully_longbowman,defeat,final,1,7,0,4,2,5,0,0.571429,0.000000,196,True,0.020408,256,True,0.027344,0.746356,-0.006936
white_harbor,field,player_party,Wyman Manderly's Party,Tully Man at Arms,tully_man_at_arms,victory,final,1,4,0,9,0,4,0,2.250000,0.000000,282,True,0.031915,240,True,0.016667,1.914894,0.015248
white_harbor,field,player_party,Wyman Manderly's Party,Tully Soldier,tully_soldier,victory,final,1,3,0,7,0,3,0,2.333333,0.000000,282,True,0.024823,240,True,0.012500,1.985816,0.012323
white_harbor,field,player_party,Wyman Manderly's Party,Umber Berzerker,umber_berzerker,victory,final,1,1,1,3,0,0,0,3.000000,1.000000,127,True,0.023622,158,True,0.006329,3.732283,0.017293
white_harbor,field,player_party,Wyman Manderly's Party,Umber Berzerker,umber_berzerker,defeat,final,1,1,0,4,0,1,0,4.000000,0.000000,196,True,0.020408,256,True,0.003906,5.224490,0.016502
white_harbor,field,player_party,Wyman Manderly's Party,Umber Marksman,umber_marksman,victory,final,5,20,18,25,2,0,0,1.250000,0.900000,919,True,0.027203,954,True,0.020964,1.297606,0.006239
white_harbor,field,player_party,Wyman Manderly's Party,Westerlands Banner Knight,,victory,final,6,27,17,31,2,8,0,1.148148,0.629630,1099,True,0.028207,1190,True,0.022689,1.243218,0.005518
white_harbor,field,player_party,Wyman Manderly's Party,Westerlands Sharpshooter,,victory,final,1,4,4,6,0,0,0,1.500000,1.000000,376,True,0.015957,255,True,0.015686,1.017287,0.000271
white_harbor,field,player_party,Wyman Manderly's Party,White Harbor Elite Knight,whiteharbor_elite_knight,victory,final,2,9,8,13,0,1,0,1.444444,0.888889,312,True,0.041667,349,True,0.025788,1.615741,0.015879
white_harbor,field,player_party,Wyman Manderly's Party,White Harbor Knight,whiteharbor_knight,victory,final,1,2,2,2,0,0,0,1.000000,1.000000,144,True,0.013889,156,True,0.012821,1.083333,0.001068
white_harbor,field,player_party,Wyman Manderly's Party,White Harbor Knight Commander,whiteharbor_knight_commander,victory,final,7,275,226,282,6,43,0,1.025455,0.821818,1381,True,0.204200,1430,True,0.192308,1.061839,0.011892
white_harbor,field,player_party,Wyman Manderly's Party,White Harbor Knight Commander,whiteharbor_knight_commander,defeat,final,1,14,0,3,2,12,0,0.214286,0.000000,196,True,0.015306,256,True,0.054688,0.279883,-0.039381
white_harbor,field,player_party,Wyman Manderly's Party,White Harbor Pike Knight,whiteharbor_elite_pikeman,victory,final,3,11,6,15,1,4,0,1.363636,0.545455,648,True,0.023148,640,True,0.017188,1.346801,0.005961
