rank,tier,troop_id,troop_name,culture,level,tree_tier,line_status,default_group,primary_category,role_score,role_score_column,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,crafted_melee_template,crafted_melee_item,ranged_item_scored,direct_throw_item,crafted_throw_item,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,roster_count,spectacle_reason,shield_hp,shield_armor,horse_charge,horse_speed,horse_maneuver,horse_extra_health,harness_armor,ammo_stack,ammo_thrust,ranged_base_damage,ranged_speed_rating,ranged_accuracy,ranged_missile_speed,thrown_damage,thrown_stack,thrown_speed_rating,ranged_item_audit,ranged_class,thrown_item_audit
46,C,norvos_master_archer,Norvoshi Master Archer,norvos,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,26.1192,ranged_role_score,26.119233079686463,,22.53552860557541,,20.300493175822915,66.93729003359462,73.33333333333331,0.0,129.0,35.4,54.0,0.0,OneHandedAxe,tzkurion_axe_t3,composite_steppe_bow,,,False,False,True,False,False,120.0,10.0,20.0,140.0,0.0,10.0,5.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
47,C,mallister_elite_archer,Mallister Elite Archer,river,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,26.0017,ranged_role_score,26.001660671857014,,23.854091280828186,,21.56210574607179,66.46136618141098,75.72463768115942,0.0,144.0,37.599999999999994,55.0,0.0,OneHandedSword,sturgia_sword_3_t3,steppe_heavy_bow,,,False,False,True,False,False,120.0,30.0,40.0,140.0,0.0,10.0,5.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,52.0,87.0,91.0,76.0,0.0,0.0,0.0,steppe_heavy_bow,Bow,
48,C,arryn_master_archer,Arryn Master Archer,vale,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,25.9342,ranged_role_score,25.93421154232632,,11.50919989979046,,20.64456933134534,66.51735722284435,75.72463768115942,0.0,119.0,36.00000000000001,52.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,80.0,10.0,40.0,140.0,0.0,10.0,5.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
49,C,mormont_huntress,Mormont Huntress,battania,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,24.6662,ranged_role_score,24.666176381546347,,17.171000639455603,,24.6874641587338,73.12430011198208,73.33333333333331,0.0,148.0,43.050000000000004,67.0,0.0,OneHandedAxe,sturgia_axe_4_t4,woodland_longbow,,,False,False,True,False,False,100.0,100.0,20.0,120.0,5.0,40.0,15.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,64.0,88.0,94.0,82.0,0.0,0.0,0.0,woodland_longbow,Bow,
50,C,karstark_elite_archer,Karstark Elite Archer,battania,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,24.3392,ranged_role_score,24.33915573194726,,22.78291847118121,,22.25025805711664,68.02911534154535,73.33333333333331,0.0,136.0,38.8,60.0,0.0,OneHandedAxe,battania_axe_2_t4,lowland_longbow,,,False,False,True,False,False,120.0,40.0,40.0,130.0,0.0,10.0,5.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
51,C,clegane_elite_archer,Clegane Elite Archer,vlandia,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,24.2058,ranged_role_score,24.205826081118403,,20.72421140046185,,20.988645486867757,68.02911534154535,75.72463768115942,0.0,135.0,36.6,60.0,0.0,OneHandedSword,short_sword_t3,lowland_longbow,,,False,False,True,False,False,110.0,40.0,40.0,130.0,0.0,10.0,5.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
52,C,lannister_longbowman,Lannister Longbowman,vlandia,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,24.0442,ranged_role_score,24.04424762296071,,20.29855530816952,,17.633902970524144,67.7491601343785,75.72463768115942,0.0,97.0,30.750000000000004,59.0,0.0,OneHandedSword,vlandia_sword_1_t2,lowland_longbow,,,False,False,True,False,False,110.0,20.0,50.0,130.0,20.0,15.0,15.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
53,C,stormlands_master_archer,Stormlands Master Archer,stormlands,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,24.0264,ranged_role_score,24.02636100645803,,13.24250438459252,,26.2931528845051,66.51735722284435,70.10869565217392,0.0,151.0,45.85,53.0,0.0,Mace,battania_mace_1_t2,composite_bow,,,False,False,True,False,False,90.0,30.0,30.0,130.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
54,C,dragonstone_elite_archer,Dragonstone Elite Archer,dragonstone,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,23.7441,ranged_role_score,23.744066707644837,,17.754407315487498,,21.676797797912602,66.93729003359462,75.72463768115942,0.0,136.0,37.8,54.0,0.0,OneHandedSword,vlandia_sword_4_t4,composite_steppe_bow,,,False,False,True,False,False,100.0,50.0,50.0,130.0,0.0,10.0,5.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
55,C,dondarion_veteran_bowman,Dondarrion Veteran Bowman,stormlands,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,23.4627,ranged_role_score,23.462740209772427,,12.56582034043548,,20.959972473907555,66.51735722284435,70.10869565217392,0.0,137.0,36.55,53.0,0.0,Mace,battania_mace_1_t2,composite_bow,,,False,False,True,False,False,90.0,30.0,30.0,130.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
56,C,vale_master_archer,Vale Master Archer,vale,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,22.9082,ranged_role_score,22.90821007109788,,10.883449063258142,,15.712811102190617,66.51735722284435,75.72463768115942,0.0,89.0,27.400000000000002,52.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,80.0,10.0,40.0,130.0,0.0,10.0,5.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
57,C,martell_veteran_archer,Martell Veteran Archer,aserai,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,22.2299,ranged_role_score,22.229898565856278,,21.128038975200727,,24.171349925450162,62.681970884658455,75.72463768115942,0.0,142.0,42.15,55.0,0.0,OneHandedSword,martell_sword,steppe_heavy_bow,,,False,False,True,False,False,110.0,20.0,50.0,130.0,20.0,15.0,15.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,52.0,87.0,91.0,76.0,0.0,0.0,0.0,steppe_heavy_bow,Bow,
58,C,yronwood_veteran_archer,Yronwood Veteran Archer,aserai,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,22.2238,ranged_role_score,22.22383812718224,,24.177880957871075,,24.114003899529763,62.681970884658455,75.72463768115942,0.0,147.0,42.050000000000004,55.0,0.0,OneHandedSword,vlandia_sword_2_t3,steppe_heavy_bow,,,False,False,True,False,False,120.0,20.0,50.0,130.0,20.0,15.0,15.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,52.0,87.0,91.0,76.0,0.0,0.0,0.0,steppe_heavy_bow,Bow,
59,C,dexterous_wight,Dexterous Wight,whitewalker,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,22.1709,ranged_role_score,22.170894144473365,,18.396211075822524,,11.010436976717514,61.31019036954088,73.33333333333331,0.0,54.0,19.200000000000003,47.0,0.0,OneHandedAxe,woodland_axe_t3,nordic_shortbow,,,False,False,True,False,False,110.0,40.0,40.0,140.0,0.0,10.0,5.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,46.0,89.0,95.0,71.0,0.0,0.0,0.0,nordic_shortbow,Bow,
60,C,dayne_veteran_archer,Dayne Veteran Archer,aserai,26.0,5.0,main_or_minor_line,Ranged,Ranged Troops,21.7693,ranged_role_score,21.769305226629335,,23.63216801903475,,19.813051955499486,62.681970884658455,75.72463768115942,0.0,128.0,34.550000000000004,55.0,0.0,OneHandedSword,vlandia_sword_2_t3,steppe_heavy_bow,,,False,False,True,False,False,120.0,20.0,50.0,130.0,20.0,15.0,15.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,52.0,87.0,91.0,76.0,0.0,0.0,0.0,steppe_heavy_bow,Bow,
61,C,qohorik_archer,Qohorik Archer,qohorik,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,20.2572,ranged_role_score,20.25719780305355,,13.980586167294298,,16.02821424475284,65.90145576707727,75.72463768115942,0.0,103.0,27.95,54.0,0.0,OneHandedSword,qohorik_sword,steppe_heavy_bow,,,False,False,True,False,False,90.0,45.0,45.0,110.0,15.0,15.0,100.0,60.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,52.0,87.0,91.0,76.0,0.0,0.0,0.0,steppe_heavy_bow,Bow,
62,C,tigercloak_elite,Tigercloak,volantine,21.0,3.0,main_or_minor_line,Ranged,Ranged Troops,20.0258,ranged_role_score,20.025811216140745,,24.652257352276735,,30.135336621172158,67.97312430011199,81.95652173913044,0.0,173.0,52.55000000000001,56.0,0.0,TwoHandedPolearm,khuzait_polearm_1_t4,steppe_war_bow,,,False,False,True,False,False,100.0,100.0,110.0,110.0,15.0,20.0,5.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,54.0,89.0,95.0,80.0,0.0,0.0,0.0,steppe_war_bow,Bow,
63,C,blackwood_archer,Blackwood Archer,river,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,19.5132,ranged_role_score,19.513174245449346,,14.417156518363358,,19.468975799977056,69.4568868980963,75.72463768115942,0.0,132.0,33.949999999999996,55.0,0.0,OneHandedSword,vlandia_sword_2_t3,composite_steppe_bow,,,False,False,True,False,False,90.0,30.0,40.0,110.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
64,C,tyrell_bowman,Tyrell Longbowman,reach,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,19.501,ranged_role_score,19.50099211712069,,17.055894753777,,16.171579309553845,70.26875699888018,75.72463768115942,0.0,105.0,28.2,60.0,0.0,OneHandedSword,narrow_sword_t3,lowland_longbow,,,False,False,True,False,False,100.0,10.0,30.0,110.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
65,C,tully_archer,Tully Archer,river,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,19.0281,ranged_role_score,19.028110164671492,,11.334571759362836,,19.268264709255646,68.3370660694289,75.72463768115942,0.0,110.0,33.6,54.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,80.0,30.0,40.0,110.0,0.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
66,C,bolton_elite_archer,Bolton Veteran Archer,battania,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,18.849,ranged_role_score,18.849036985952008,,13.460977288253956,,18.780823488932214,68.02911534154535,73.33333333333331,0.0,124.0,32.75,60.0,0.0,OneHandedAxe,battania_axe_2_t4,lowland_longbow,,,False,False,True,False,False,90.0,40.0,40.0,110.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
67,C,nightswatch_elite_ranger,Night's Watch Elite Ranger,nightswatch,21.0,3.0,main_or_minor_line,Ranged,Ranged Troops,18.5693,ranged_role_score,18.569280472651158,,14.559041882460804,,20.58722330542493,64.64165733482643,75.72463768115942,0.0,133.0,35.9,52.0,0.0,OneHandedSword,broad_arming_sword_t4,glen_ranger_bow,,,False,False,True,False,False,90.0,60.0,20.0,110.0,5.0,5.0,40.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,85.0,88.0,70.0,0.0,0.0,0.0,glen_ranger_bow,Bow,
68,C,river_elite_archer,Riverlands Elite Archer,river,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,18.3069,ranged_role_score,18.306917962460886,,10.468707229742538,,12.444087624727604,68.3370660694289,75.72463768115942,0.0,62.0,21.7,54.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,80.0,30.0,40.0,110.0,0.0,10.0,5.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
69,C,tigercloak_archer,Volantene Archer,volantine,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,18.1592,ranged_role_score,18.159196104536814,,11.488946807798467,,12.472760637687808,67.97312430011199,70.10869565217392,0.0,85.0,21.75,56.0,0.0,Mace,aserai_mace_2_t2,steppe_war_bow,,,False,False,True,False,False,90.0,20.0,60.0,110.0,15.0,20.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,54.0,89.0,95.0,80.0,0.0,0.0,0.0,steppe_war_bow,Bow,
70,C,arryn_archer,Arryn Archer,vale,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,17.8653,ranged_role_score,17.865270167868445,,10.843430114410143,,15.397407959628396,66.51735722284435,75.72463768115942,0.0,99.0,26.849999999999998,52.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,80.0,10.0,40.0,110.0,0.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
71,C,baratheon_archer,Baratheon Archer,stormlands,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,17.838,ranged_role_score,17.837998193835272,,6.166500666920912,,15.139350842986579,66.51735722284435,70.10869565217392,0.0,98.0,26.4,53.0,0.0,Mace,battania_mace_1_t2,composite_bow,,,False,False,True,False,False,70.0,30.0,30.0,110.0,0.0,10.0,5.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
72,C,lyseni_archer,Lyseni Archer,lyseni,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,17.3956,ranged_role_score,17.395628794584688,,10.569523345306791,,19.32561073517605,66.51735722284435,73.33333333333331,0.0,111.0,33.7,53.0,0.0,OneHandedAxe,small_bit_axe_t2,composite_bow,,,False,False,True,False,False,80.0,45.0,45.0,100.0,15.0,15.0,70.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
73,D,tyroshi_archer,Tyroshi Archer,tyroshi,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,17.0776,ranged_role_score,17.077576957547034,,10.05291509654174,,15.254042894827387,66.7973124300112,73.33333333333331,0.0,85.0,26.6,54.0,0.0,OneHandedAxe,tyroshi_axe,composite_bow,,,False,False,True,False,False,80.0,45.0,45.0,100.0,15.0,15.0,70.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
74,D,ibbenese_hunter,Ibbenese Hunter,ibbenese,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.8463,ranged_role_score,16.84625643516896,,14.584508486273165,,20.787934396146344,62.681970884658455,75.72463768115942,0.0,134.0,36.25,52.0,0.0,OneHandedSword,aserai_sword_1_t2,glen_ranger_bow,,,False,False,True,False,False,90.0,10.0,20.0,110.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,51.0,85.0,88.0,70.0,0.0,0.0,0.0,glen_ranger_bow,Bow,
75,D,pentoshi_archer,Pentoshi Archer,pentoshi,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.7955,ranged_role_score,16.795531778439297,,14.944679025905137,,23.626562679206323,56.494960806270996,75.72463768115942,0.0,123.0,41.199999999999996,43.0,0.0,OneHandedSword,aserai_sword_1_t2,steppe_bow,,,False,False,True,False,False,90.0,45.0,45.0,110.0,15.0,15.0,100.0,60.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,41.0,86.0,80.0,68.0,0.0,0.0,0.0,steppe_bow,Bow,
76,D,karstark_archer,Karstark Archer,battania,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.5358,ranged_role_score,16.535783868479644,,14.628165521380069,,21.132010551668767,68.02911534154535,75.72463768115942,0.0,115.0,36.85,60.0,0.0,OneHandedSword,narrow_sword_t3,lowland_longbow,,,False,False,True,False,False,90.0,40.0,40.0,100.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,57.0,80.0,94.0,74.0,0.0,0.0,0.0,lowland_longbow,Bow,
77,D,targaryen_archer,Valyrian Archer,valyrian,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.4883,ranged_role_score,16.488268160028095,,15.064735872449127,,24.57277210689299,66.93729003359462,75.72463768115942,0.0,127.0,42.85,54.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_steppe_bow,,,False,False,True,False,False,90.0,10.0,20.0,100.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
78,D,yiti_veteran_bowman,Yi Ti Archer,yiti,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.4101,ranged_role_score,16.410119101011567,,18.15459680396747,,24.830829223534806,66.65733482642777,75.72463768115942,0.0,137.0,43.3,54.0,0.0,OneHandedSword,simple_sabre_sword_t2,composite_steppe_bow,,,False,False,True,False,False,100.0,20.0,60.0,100.0,30.0,20.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
79,D,yronwood_archer,Yronwood Archer,aserai,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.1846,ranged_role_score,16.184617656635556,,14.846450696914598,,22.852391329280877,65.95744680851064,75.72463768115942,0.0,125.0,39.85,54.0,0.0,OneHandedSword,vlandia_sword_2_t3,composite_bow,,,False,False,True,False,False,90.0,20.0,50.0,100.0,20.0,15.0,15.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
80,D,freefolk_sharpshooter,Free Folk Sharpshooter,freefolk,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.1417,ranged_role_score,16.14167719686515,,14.42079460462227,,19.49764881293726,61.31019036954088,75.72463768115942,0.0,128.0,34.0,47.0,0.0,OneHandedSword,wildling_knife,nordic_shortbow,,,False,False,True,False,False,90.0,40.0,40.0,110.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,46.0,89.0,95.0,71.0,0.0,0.0,0.0,nordic_shortbow,Bow,
81,D,celtigar_archer,Celtigar Archer,dragonstone,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.9384,ranged_role_score,15.938402530708748,,17.554312571247515,,20.099782085101506,63.26987681970885,75.72463768115942,0.0,131.0,35.050000000000004,48.0,0.0,OneHandedSword,vlandia_sword_2_t3,nordic_shortbow,,,False,False,True,False,False,100.0,45.0,45.0,100.0,20.0,60.0,60.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,46.0,89.0,95.0,71.0,0.0,0.0,0.0,nordic_shortbow,Bow,
82,D,norvos_elite_archer,Norvoshi Elite Archer,norvos,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.9156,ranged_role_score,15.915556705331435,,14.377137569515362,,19.153572657414838,66.93729003359462,75.72463768115942,0.0,109.0,33.4,54.0,0.0,OneHandedSword,sturgia_sword_2_t3,composite_steppe_bow,,,False,False,True,False,False,90.0,10.0,20.0,100.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
83,D,summer_veteran_bowman,Summer Isles Archer,summer,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.913,ranged_role_score,15.913010130347567,,16.924923648456286,,15.139350842986579,68.05711086226204,75.72463768115942,0.0,84.0,26.400000000000002,59.0,0.0,OneHandedSword,simple_sabre_sword_t2,tribal_bow,,,False,False,True,False,False,100.0,20.0,60.0,100.0,30.0,20.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,58.0,89.0,94.0,73.0,0.0,0.0,0.0,tribal_bow,Bow,
84,D,lannister_archer,Lannister Archer,vlandia,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.8461,ranged_role_score,15.846057734403418,,14.184318997793193,,17.633902970524144,66.51735722284435,75.72463768115942,0.0,97.0,30.750000000000004,52.0,0.0,OneHandedSword,vlandia_sword_1_t2,composite_bow,,,False,False,True,False,False,90.0,20.0,50.0,100.0,20.0,15.0,15.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
85,D,stormlands_elite_archer,Stormlands Elite Archer,stormlands,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.8302,ranged_role_score,15.83015041984534,,6.763146813381962,,19.841724968459683,66.51735722284435,70.10869565217392,0.0,110.0,34.6,53.0,0.0,Mace,battania_mace_1_t2,composite_bow,,,False,False,True,False,False,70.0,30.0,30.0,100.0,0.0,10.0,5.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
86,D,dondarion_bowman,Dondarrion Bowman,stormlands,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.8211,ranged_role_score,15.821059761834285,,6.752232554605231,,19.755705929579072,66.51735722284435,70.10869565217392,0.0,116.0,34.449999999999996,53.0,0.0,Mace,battania_mace_1_t2,composite_bow,,,False,False,True,False,False,70.0,30.0,30.0,100.0,0.0,10.0,5.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
87,D,bracken_archer,Bracken Archer,river,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.7726,ranged_role_score,15.772576252441974,,14.395328000809906,,19.29693772221585,66.51735722284435,75.72463768115942,0.0,118.0,33.650000000000006,52.0,0.0,OneHandedSword,sturgia_sword_3_t3,composite_bow,,,False,False,True,False,False,90.0,30.0,40.0,100.0,0.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
88,D,westerling_archer,Westerling Archer,vlandia,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.7423,ranged_role_score,15.742274059071777,,12.318430474829679,,19.01020759261383,66.51735722284435,70.10869565217392,0.0,113.0,33.15,52.0,0.0,Mace,westerling_mace,composite_bow,,,False,False,True,False,False,90.0,30.0,40.0,100.0,0.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
89,D,qartheen_elite_archer,Qarthene Veteran Archer,qartheen,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.7387,ranged_role_score,15.738683695685205,,14.54448953742517,,20.472531253584126,66.09742441209407,75.72463768115942,0.0,122.0,35.7,54.0,0.0,OneHandedSword,empire_sword_1_t2,composite_steppe_bow,,,False,False,True,False,False,90.0,10.0,20.0,100.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
90,D,dayne_archer,Dayne Archer,aserai,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.7361,ranged_role_score,15.73614519475669,,14.308013930596093,,18.608785411171002,65.95744680851064,75.72463768115942,0.0,107.0,32.45,54.0,0.0,OneHandedSword,vlandia_sword_2_t3,composite_bow,,,False,False,True,False,False,90.0,20.0,50.0,100.0,20.0,15.0,15.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
91,D,mallister_archer,Mallister Archer,river,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.5877,ranged_role_score,15.587732872883793,,14.173404739016467,,17.547883931643536,66.51735722284435,75.72463768115942,0.0,129.0,30.6,52.0,0.0,OneHandedSword,sturgia_sword_3_t3,composite_bow,,,False,False,True,False,False,90.0,30.0,40.0,100.0,0.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,51.0,90.0,94.0,77.0,0.0,0.0,0.0,composite_bow,Bow,
92,D,ghiscari_elite_archer,Ghiscari Elite Archer,ghiscari,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,15.5417,ranged_role_score,15.541719438778944,,14.308013930596093,,18.608785411171002,66.09742441209407,75.72463768115942,0.0,117.0,32.45,54.0,0.0,OneHandedSword,aserai_sword_1_t2,composite_steppe_bow,,,False,False,True,False,False,90.0,10.0,20.0,100.0,0.0,10.0,5.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,52.0,89.0,94.0,78.0,0.0,0.0,0.0,composite_steppe_bow,Bow,
