item_id,reason,added_by,date
rivendell_boots_leather1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_boots_leather2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_cape_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_gloves_gold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_gloves_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_archer_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_cavalry_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_elite,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_elite_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_elite_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_gold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1_hood,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1_hood_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1_hood_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_infantry_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_lord_circlet_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_lord_circletmask_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_lord_circletmask_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_helmet_mask_hood,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_cape,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_elite_robe,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_elite_robe_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_elite_robe_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_leather_cape,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_leather_robe,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_cape,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_cape_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_cape_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_robe,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_robe_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier1_robe_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_cape,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_cape_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_cape_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_robe,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_robe_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_pauldron_tier2_robe_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier3_silverb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_heavy_tier3_silvergoldb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier4,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier4_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier4_silverb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier4_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_infantry_tier4_silvergoldb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_armored_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_light_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_light_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_light_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_light_light_tier4,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_lord3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier2_silverb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier2_silvergoldb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier3_silverb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_torso_scalemail_tier3_silvergoldb,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_1_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_1_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_2_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_2_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_3_silver,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_3_silvergold,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rivendell_vambraces_gloves1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_arm_1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_arm_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_arm_g,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_arm_r,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_bts,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_glv,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_hlm_cf,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_nbl_shldr_cgs_2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
roh_sol_bts,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_horse_armor_four,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_horse_armor_one,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_horse_armor_scalemail,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_horse_armor_three,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_horse_armor_two,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_armour_g,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_pauldron_both,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_tunic_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_tunic_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
rohan_militia_tunic_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_a04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_b01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_b02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_b03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_archer_b04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_a04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_b01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_b02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_b03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_chivlary_b04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_a04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_b01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_b02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_b03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_boots_infrantry_b04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_a04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_b01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_b02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_b03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_archer_b04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_a04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_b01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_b02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_b03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_chivalry_b04,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_infrantry_a01,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_infrantry_a02,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
sk_dale_chest_infrantry_a03,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
