batch,track,context,efficiency_rank,impact_rank,rank_delta,display_name,provisional_slug,canonical_troop_id,identity_status,independent_battles,deployed,kills,kills_per_deployed,verified_player_side_total_kills,player_side_kill_share,share_adjusted_impact,kill_share_coverage_battles,kill_share_coverage_complete,kill_share_status,kill_share_denominator_provenance,reliability_status
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,8,3,-5,Sarnori Master Javelinier [T5],sarnori_master_javelinier,sarnor_master_javelinier,confirmed_id,3,71,207,2.915493,2937,0.070480,0.205484,3,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,9,1,-8,Sarnori Spider [T6],sarnori_spider,sarnor_spider,confirmed_id,2,107,266,2.485981,2271,0.117129,0.291181,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,10,7,-3,Sarnori Master Spearman [T5],sarnori_master_spearman,sarnor_master_spearman,confirmed_id,2,21,48,2.285714,2271,0.021136,0.048311,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,11,6,-5,Sarnori Javelineer [T3],sarnori_javelineer,sarnor_javelinier,confirmed_id,1,16,33,2.062500,666,0.049550,0.102196,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,12,18,6,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,qartheen_elite_hoplite,confirmed_id,1,1,2,2.000000,1037,0.001929,0.003857,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,13,15,2,Sarnori Elite Archer [T4],sarnori_elite_archer,sarnor_elite_archer,confirmed_id,1,1,2,2.000000,666,0.003003,0.006006,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,14,12,-2,Qartheen Longbowman [T5],qartheen_longbowman,qartheen_longbowman,confirmed_id,2,14,26,1.857143,2271,0.011449,0.021262,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,15,13,-2,High King Guardian [T5],high_king_guardian,sarnor_highking_guardian,confirmed_id,1,8,12,1.500000,1234,0.009724,0.014587,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,16,11,-5,Sarnori Elite Javelinier [T4],sarnori_elite_javelinier,sarnor_elite_javelinier,confirmed_id,1,7,10,1.428571,666,0.015015,0.021450,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,17,17,0,Lengii Slave Master [T5],lengii_slave_master,yiti_boss,confirmed_id,2,5,7,1.400000,1900,0.003684,0.005158,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,18,19,1,Veteran Sword Sister [T5],veteran_sword_sister,sword_sisters_sister_infantry_t5,confirmed_id,1,3,3,1.000000,1234,0.002431,0.002431,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,19,16,-3,Sarnori Longbowman [T5],sarnori_longbowman,sarnor_longbowman,confirmed_id,1,11,9,0.818182,1234,0.007293,0.005967,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,20,20,0,Sarnori Archer [T3],sarnori_archer,sarnor_archer,confirmed_id,1,5,2,0.400000,666,0.003003,0.001201,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,21,21,0,Ibbenese Sailor [T4],ibbenese_sailor,ibbenese_sailor,confirmed_id,1,3,1,0.333333,666,0.001502,0.000500,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,22,22,0,Ibbenese Rower [T3],ibbenese_rower,ibbenese_rower,confirmed_id,1,6,1,0.166667,666,0.001502,0.000250,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,field,23,23,0,Yi Ti Mounted Shi [T6],yi_ti_mounted_shi,yiti_samurai,confirmed_id,1,1,0,0.000000,1037,0.000000,0.000000,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,1,6,5,Qartheen Pureborn Warrior [T4],qartheen_pureborn_warrior,qartheen_pureborn_warrior,confirmed_id,1,2,7,3.500000,432,0.016204,0.056713,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,2,10,8,Royce Heroine [T6],royce_heroine,royce_heroine,confirmed_id,1,1,3,3.000000,363,0.008264,0.024793,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,3,4,1,Qartheen Enthroned Guardian [T6],qartheen_enthroned_guardian,enthroned_guardian,confirmed_id,2,12,34,2.833333,795,0.042767,0.121174,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,4,1,-3,Sarnori Spider [T6],sarnori_spider,sarnor_spider,confirmed_id,3,125,302,2.416000,1500,0.201333,0.486421,3,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,5,2,-3,Sarnori Master Javelinier [T5],sarnori_master_javelinier,sarnor_master_javelinier,confirmed_id,3,115,174,1.513043,1500,0.116000,0.175513,3,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,6,11,5,Ibbenese Rower [T3],ibbenese_rower,ibbenese_rower,confirmed_id,1,6,9,1.500000,705,0.012766,0.019149,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,7,3,-4,Sarnori Master Spearman [T5],sarnori_master_spearman,sarnor_master_spearman,confirmed_id,1,25,37,1.480000,432,0.085648,0.126759,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,8,15,7,Lengii Slave Master [T5],lengii_slave_master,yiti_boss,confirmed_id,2,7,10,1.428571,1137,0.008795,0.012564,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,9,7,-2,Unsullied [T6],unsullied,unsullied,confirmed_id,2,38,49,1.289474,1137,0.043096,0.055571,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,10,5,-5,Qartheen Longbowman [T5],qartheen_longbowman,qartheen_longbowman,confirmed_id,2,53,68,1.283019,795,0.085535,0.109743,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,11,12,1,Ibbenese Whaler [T5],ibbenese_whaler,ibbenese_whaler,confirmed_id,1,5,6,1.200000,432,0.013889,0.016667,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,12,16,4,Knight of the Vale [T6],knight_of_the_vale,vale_knight_of,confirmed_id,1,2,2,1.000000,363,0.005510,0.005510,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,13,20,7,Ibbenese Mariner [T5],ibbenese_mariner,ibbenese_mariner,confirmed_id,1,1,1,1.000000,705,0.001418,0.001418,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,14,21,7,Sarnori Archer [T3],sarnori_archer,sarnor_archer,confirmed_id,1,1,1,1.000000,705,0.001418,0.001418,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,15,9,-6,Ibbenese Timberman [T5],ibbenese_timberman,ibbenese_timberman,confirmed_id,2,25,24,0.960000,795,0.030189,0.028981,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,16,8,-8,Ibbenese Navigator [T6],ibbenese_navigator,ibbenese_navigator,confirmed_id,2,46,44,0.956522,795,0.055346,0.052940,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,17,14,-3,Sarnori Elite Javelinier [T4],sarnori_elite_javelinier,sarnor_elite_javelinier,confirmed_id,3,24,22,0.916667,1500,0.014667,0.013444,3,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,18,13,-5,Ibbenese Tracker [T3],ibbenese_tracker,ibbenese_tracker,confirmed_id,1,8,7,0.875000,432,0.016204,0.014178,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,19,19,0,Sarnori Javelineer [T3],sarnori_javelineer,sarnor_javelinier,confirmed_id,2,5,4,0.800000,1068,0.003745,0.002996,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,20,17,-3,Ibbenese Sailor [T4],ibbenese_sailor,ibbenese_sailor,confirmed_id,2,9,7,0.777778,1137,0.006157,0.004788,2,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,21,18,-3,Yi Ti Mounted Shi [T6],yi_ti_mounted_shi,yiti_samurai,confirmed_id,1,3,2,0.666667,363,0.005510,0.003673,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,22,22,0,Sarnori Elite Archer [T4],sarnori_elite_archer,sarnor_elite_archer,confirmed_id,1,2,1,0.500000,705,0.001418,0.000709,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,23,23,0,Arryn Winged Knight [T6],arryn_winged_knight,arryn_moonknight,confirmed_id,1,5,1,0.200000,363,0.002755,0.000551,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,24,24,0,Lorathi Noble Youth [T2],lorathi_noble_youth,,unresolved,1,1,0,0.000000,363,0.000000,0.000000,1,True,complete,side_total_direct,insufficient_evidence
2026-08-08-to-10-sarnori-mixed,realm_of_thrones,siege_attack,25,25,0,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,qartheen_elite_hoplite,confirmed_id,1,1,0,0.000000,363,0.000000,0.000000,1,True,complete,side_total_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,1,1,0,Ravens' Teeth [T6],ravens_teeth,ravens_teeth,confirmed_id,4,318,988,3.106918,1722,0.573751,1.782599,4,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,2,12,10,Riverlands Pikeman [T5],riverlands_pikeman,river_pikeman,confirmed_id,1,1,3,3.000000,719,0.004172,0.012517,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,3,2,-1,Riverlands Axeman [T5],riverlands_axeman,river_axeman,confirmed_id,1,9,19,2.111111,293,0.064846,0.136898,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,4,6,2,Northern Soldier [T2],northern_soldier,,unresolved,1,2,4,2.000000,293,0.013652,0.027304,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,5,10,5,Riverlands Swordmaster [T5],riverlands_swordmaster,river_swordmaster,confirmed_id,2,6,9,1.500000,857,0.010502,0.015753,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,6,3,-3,Blackwood Longbowman [T5],blackwood_longbowman,blackwood_longbowman,confirmed_id,4,66,98,1.484848,1722,0.056911,0.084504,4,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,7,8,1,Frey Sharpshooter [T5],frey_sharpshooter,frey_sharpshooter,confirmed_id,3,15,21,1.400000,1429,0.014696,0.020574,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,8,9,1,Blackwood Levy [T2],blackwood_levy,blackwood_levy,confirmed_id,1,3,4,1.333333,293,0.013652,0.018202,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,9,14,5,Riverlands Horseman [T4],riverlands_horseman,river_horseman,confirmed_id,1,3,4,1.333333,719,0.005563,0.007418,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,10,4,-6,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,4,45,57,1.266667,1722,0.033101,0.041928,4,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,11,11,0,Northern Colonel [T5],northern_colonel,,unresolved,3,14,17,1.214286,1429,0.011896,0.014446,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,12,22,10,Northern Sergeant [T4],northern_sergeant,,unresolved,1,1,1,1.000000,719,0.001391,0.001391,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,13,15,2,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,2,8,7,0.875000,857,0.008168,0.007147,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,14,5,-9,Blackwood Archer [T4],blackwood_archer,blackwood_archer,confirmed_id,3,45,39,0.866667,1003,0.038883,0.033699,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,15,7,-8,Frey Assassin [T6],frey_assassin,frey_assassin,confirmed_id,3,59,46,0.779661,1429,0.032190,0.025098,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,16,18,2,Frey Veteran Crossbowman [T4],frey_veteran_crossbowman,frey_veteran_crossbowman,confirmed_id,3,12,9,0.750000,1429,0.006298,0.004724,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,17,21,4,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,1,3,2,0.666667,719,0.002782,0.001854,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,18,16,-2,Riverlands Elite Swordsman [T4],riverlands_elite_swordsman,river_elite_swordsman,confirmed_id,1,5,3,0.600000,293,0.010239,0.006143,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,19,13,-6,Blackwood Bowman [T3],blackwood_bowman,blackwood_bowman,confirmed_id,2,22,13,0.590909,865,0.015029,0.008881,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,20,19,-1,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,1,2,1,0.500000,138,0.007246,0.003623,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,21,17,-4,Riverlands Man at Arms [T4],riverlands_man_at_arms,river_man_at_arms,confirmed_id,1,15,5,0.333333,293,0.017065,0.005688,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-ravens-teeth-field,realm_of_thrones,field,22,20,-2,Guard of the Crossing [T5],guard_of_the_crossing,guard_of_the_crossing,confirmed_id,3,58,15,0.258621,1429,0.010497,0.002715,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,1,3,2,Riverlands Swordmaster [T5],riverlands_swordmaster,river_swordmaster,confirmed_id,2,2,8,4.000000,770,0.010390,0.041558,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,2,2,0,Blackwood Scout [T4],blackwood_scout,blackwood_scout,confirmed_id,1,1,3,3.000000,184,0.016304,0.048913,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,3,7,4,Riverlands Swordsman [T3],riverlands_swordsman,river_swordsman,confirmed_id,1,1,3,3.000000,260,0.011538,0.034615,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,4,5,1,Riverlands Elite Swordsman [T4],riverlands_elite_swordsman,river_elite_swordsman,confirmed_id,1,3,7,2.333333,457,0.015317,0.035740,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,5,11,6,Lannister Knight [T5],lannister_knight,lannister_knight,confirmed_id,1,1,2,2.000000,184,0.010870,0.021739,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,6,1,-5,Ravens' Teeth [T6],ravens_teeth,ravens_teeth,confirmed_id,6,685,1264,1.845255,1765,0.716147,1.321474,6,True,complete,battle_metadata_direct,reliable
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,7,6,-1,Riverlands Horseman [T4],riverlands_horseman,river_horseman,confirmed_id,1,5,9,1.800000,457,0.019694,0.035449,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,8,9,1,Westerlands Scout [T4],westerlands_scout,,unresolved,2,5,9,1.800000,641,0.014041,0.025273,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,9,8,-1,Westerlands Swordsman [T4],westerlands_swordsman,,unresolved,1,6,9,1.500000,457,0.019694,0.029540,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,10,22,12,Riverrun Captain [T6],riverrun_captain,riverrun_captain,confirmed_id,2,2,3,1.500000,476,0.006303,0.009454,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,11,13,2,Riverlands Footman [T2],riverlands_footman,river_footman,confirmed_id,2,7,9,1.285714,717,0.012552,0.016139,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,12,4,-8,Blackwood Horseman [T5],blackwood_horseman,blackwood_horseman,confirmed_id,1,5,6,1.200000,184,0.032609,0.039130,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,13,16,3,Westerlands Sharpshooter [T5],westerlands_sharpshooter,,unresolved,3,12,12,1.000000,864,0.013889,0.013889,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,14,18,4,Westerlands Militia Spearman [T2],westerlands_militia_spearman,,unresolved,1,3,3,1.000000,260,0.011538,0.011538,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,15,27,12,Riverlands Elite Archer [T4],riverlands_elite_archer,river_elite_archer,confirmed_id,1,2,2,1.000000,313,0.006390,0.006390,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,16,26,10,Riverlord's Son [T2],riverlord_s_son,river_noble_recruit,confirmed_id,1,2,2,1.000000,260,0.007692,0.007692,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,17,30,13,Tully House Guard [T5],tully_house_guard,tully_houseguard,confirmed_id,2,2,2,1.000000,529,0.003781,0.003781,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,18,20,2,Westerlands Noble Youth [T2],westerlands_noble_youth,,unresolved,1,2,2,1.000000,184,0.010870,0.010870,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,19,28,9,Lannister Longbowman [T5],lannister_longbowman,lannister_longbowman,confirmed_id,1,1,1,1.000000,216,0.004630,0.004630,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,20,14,-6,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,5,30,27,0.900000,1549,0.017431,0.015688,5,True,complete,battle_metadata_direct,reliable
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,21,19,-2,Westerlands Horseman [T5],westerlands_horseman,,unresolved,2,8,7,0.875000,551,0.012704,0.011116,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,22,24,2,Riverlands Recruit [T1],riverlands_recruit,river_recruit,confirmed_id,1,6,5,0.833333,457,0.010941,0.009117,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,23,15,-8,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,6,40,33,0.825000,1765,0.018697,0.015425,6,True,complete,battle_metadata_direct,reliable
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,24,17,-7,Blackwood House Guard [T5],blackwood_house_guard,blackwood_houseguard,confirmed_id,5,43,29,0.674419,1452,0.019972,0.013470,5,True,complete,battle_metadata_direct,reliable
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,25,10,-15,Westerlands Infantry [T3],westerlands_infantry,,unresolved,3,61,37,0.606557,901,0.041065,0.024909,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,26,21,-5,Westerlands Recruit [T1],westerlands_recruit,,unresolved,2,23,13,0.565217,717,0.018131,0.010248,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,27,32,5,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,1,2,1,0.500000,216,0.004630,0.002315,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,28,33,5,Riverlands House Guard [T5],riverlands_house_guard,river_houseguard,confirmed_id,1,2,1,0.500000,216,0.004630,0.002315,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,29,12,-17,Westerlands Footman [T2],westerlands_footman,,unresolved,3,94,40,0.425532,901,0.044395,0.018892,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,30,29,-1,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,3,29,10,0.344828,864,0.011574,0.003991,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,31,23,-8,Westerlands Skirmisher [T5],westerlands_skirmisher,,unresolved,3,72,24,0.333333,864,0.027778,0.009259,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,32,25,-7,Westerlands Duelist [T5],westerlands_duelist,,unresolved,3,71,23,0.323944,864,0.026620,0.008624,3,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,field,33,31,-2,Riverlands Axeman [T5],riverlands_axeman,river_axeman,confirmed_id,2,18,5,0.277778,551,0.009074,0.002521,2,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,1,2,1,Riverlands House Guard [T5],riverlands_house_guard,river_houseguard,confirmed_id,1,1,4,4.000000,342,0.011696,0.046784,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,2,1,-1,Ravens' Teeth [T6],ravens_teeth,ravens_teeth,confirmed_id,1,117,290,2.478632,342,0.847953,2.101764,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,3,3,0,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,1,7,5,0.714286,342,0.014620,0.010443,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,4,5,1,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,1,8,5,0.625000,342,0.014620,0.009137,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,5,4,-1,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,1,11,6,0.545455,342,0.017544,0.009569,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,6,7,1,Westerlands Sharpshooter [T5],westerlands_sharpshooter,,unresolved,1,4,2,0.500000,342,0.005848,0.002924,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,7,9,2,Blackwood House Guard [T5],blackwood_house_guard,blackwood_houseguard,confirmed_id,1,2,1,0.500000,342,0.002924,0.001462,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,8,10,2,Lannister Longbowman [T5],lannister_longbowman,lannister_longbowman,confirmed_id,1,2,1,0.500000,342,0.002924,0.001462,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,9,11,2,Riverlands Admiral [T6],riverlands_admiral,river_admiral,confirmed_id,1,2,1,0.500000,342,0.002924,0.001462,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,10,8,-2,Westerlands Duelist [T5],westerlands_duelist,,unresolved,1,5,2,0.400000,342,0.005848,0.002339,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-11-to-12-ravens-teeth-field-extension,realm_of_thrones,siege_attack,11,6,-5,Westerlands Skirmisher [T5],westerlands_skirmisher,,unresolved,1,16,5,0.312500,342,0.014620,0.004569,1,True,complete,battle_metadata_direct,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,1,7,6,Riverlands Archer [T3],riverlands_archer,river_archer,confirmed_id,1,1,5,5.000000,229,0.021834,0.109170,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,2,6,4,Tully Longbowman [T5],tully_longbowman,tully_longbowman,confirmed_id,1,4,15,3.750000,402,0.037313,0.139925,1,True,complete,battle_metadata_and_side_total,insufficient_evidence
2026-08-12-mallister-mixed,realm_of_thrones,field,3,4,1,Riverlands Axeman [T5],riverlands_axeman,river_axeman,confirmed_id,2,10,31,3.100000,503,0.061630,0.191054,2,True,complete,battle_metadata_and_side_total,insufficient_evidence
