rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
59,B,Blaze,embers_of_flame_tier_3,empire,3,26.0,main_or_minor_line,Infantry,Defensive Troops,False,override,2,,31.889265396826946,21.766391602545244,,,,33.74865589323291,0.0,34.523809523809526,0.0,126.0,30.775000000000002,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,130.0,45.0,45.0,70.0,15.0,60.0,60.0,100.0,,sturgia_mace_2_t4,TwoHandedMace,,
60,B,Conspiracy Wilder,conspiracy_wilder,sturgia,,16.0,special_or_unlinked,infantry,Defensive Troops,False,override,2,,31.58084392075507,18.485738221428946,,,,30.960759799760247,0.0,46.82539682539681,0.0,73.0,26.650000000000002,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,80.0,30.0,40.0,30.0,10.0,70.0,40.0,60.0,,battania_sword_2_t3,OneHandedSword,,
61,B,Aserai Sailor,aserai_footman,aserai,3,16.0,main_or_minor_line,Infantry,Defensive Troops,False,override,2,,31.33639324210844,15.210426731524093,,,,31.935076427582878,0.0,41.587301587301575,0.0,89.0,28.875000000000004,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,70.0,20.0,70.0,40.0,10.0,60.0,30.0,70.0,,aser_battle_axe_3_t4,OneHandedAxe,,
62,B,Imperial Militia Veteran Spearman,imperial_militia_veteran_spearman,empire,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,30.758165746853013,,,,,25.36406643102996,0.0,60.47619047619048,0.0,56.25,15.8625,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,imperial_spear_t2,TwoHandedPolearm,,
63,B,Sturgian Crewman,sturgia_marine_t3,sturgia,1,16.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,30.23003837094838,15.049855931080867,,,,29.168617443633266,0.0,41.587301587301575,0.0,70.66666666666667,25.116666666666664,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,70.0,40.0,30.0,10.0,90.0,40.0,70.0,,stur_throwing_axe_2_t4,ThrowingAxe,,
64,B,Nord Militia Spearman,nord_militia_spearman,nord,,11.0,special_or_unlinked,Infantry,Defensive Troops,True,override,2,,29.409306828176064,,,,,23.462702001883038,0.0,60.47619047619048,0.0,44.5,13.625000000000002,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nord_spear_1_t2|nord_spear_2_t2,TwoHandedPolearm,,
65,C,Aserai Mamluke Soldier,aserai_mameluke_soldier,aserai,2,11.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,28.56780660799068,16.077034615614295,,,,23.357017051934402,0.0,60.47619047619048,0.0,58.0,18.433333333333334,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,40.0,15.0,50.0,10.0,5.0,40.0,15.0,40.0,,eastern_spear_1_t2,TwoHandedPolearm,,
66,C,Vlandian Militia Spearman,vlandian_militia_spearman,vlandia,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,28.485109375196906,,,,,21.600567483163296,0.0,60.47619047619048,0.0,34.5,10.5625,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,peasant_pitchfork_1_t1|western_spear_1_t2|western_spear_2_t2,TwoHandedPolearm,,
67,C,Aserai Militia Veteran Spearman,aserai_militia_veteran_spearman,aserai,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,27.94198971117288,,,,,21.01983618618387,0.0,60.47619047619048,0.0,56.25,15.837499999999999,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,eastern_spear_1_t2,TwoHandedPolearm,,
68,C,Skolder Recruit,skolderbrotva_tier_1,nord,1,16.0,main_or_minor_line,Infantry,Defensive Troops,True,override,4,,27.444688784237304,17.12726245953476,,,,21.44911430438295,0.0,60.47619047619048,0.0,43.25,12.600000000000001,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,60.0,40.0,40.0,15.0,5.0,40.0,15.0,40.0,,northern_spear_1_t2,TwoHandedPolearm,,
69,C,Battanian Clan Warrior,battanian_clanwarrior,battania,2,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,27.1286110570492,15.706424232773106,14.36916158165628,,,23.10405915956241,0.0,60.47619047619048,23.08641975308642,76.33333333333333,19.866666666666667,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,40.0,15.0,40.0,15.0,5.0,20.0,20.0,40.0,,western_spear_2_t2,TwoHandedPolearm,,celtic_throwing_dagger
70,C,Battanian Militia Veteran Spearman,battanian_militia_veteran_spearman,battania,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,26.204230292330568,,,,,21.85588345758282,0.0,60.47619047619048,0.0,61.5,16.5375,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,military_fork_t2|northern_spear_1_t2,TwoHandedPolearm,,
71,C,Battanian Wood Runner,battanian_woodrunner,battania,2,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,24.850047791030022,12.347762096689962,6.51674356827254,,,21.06324633296805,0.0,46.82539682539681,24.444444444444443,63.666666666666664,17.599999999999998,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,40.0,15.0,20.0,20.0,5.0,40.0,15.0,40.0,,battania_axe_5_t2|battania_sword_1_t2,OneHandedAxe|OneHandedSword,,northern_javelin_5_t5
72,C,Sturgian Militia Spearman,sturgian_militia_spearman,sturgia,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,24.421769666572708,,,,,20.20951344621258,0.0,60.47619047619048,0.0,39.25,8.9375,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,northern_spear_1_t2,TwoHandedPolearm,,
73,C,Sturgian Warrior,sturgian_warrior,sturgia,2,11.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,23.329289553359164,11.545428733129802,,,,22.33661063863722,0.0,41.587301587301575,0.0,58.333333333333336,18.099999999999998,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,40.0,20.0,40.0,15.0,5.0,20.0,15.0,40.0,,sturgia_axe_2_t2,OneHandedAxe,,
74,C,Aserai Cadet,aserai_tribesman,aserai,2,11.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,23.178422980019157,11.523532714887544,,,,18.741607371621726,0.0,41.587301587301575,0.0,43.666666666666664,14.450000000000001,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,40.0,15.0,40.0,20.0,5.0,35.0,15.0,40.0,,southern_throwing_axe_1_t4,ThrowingAxe,,
75,C,Skene,galloglass_tier_1,battania,1,11.0,main_or_minor_line,Infantry,Skirmishers,False,inalterado,1,,22.385893759809914,11.237262550460981,3.715497352593999,,,20.793138752977615,0.0,41.587301587301575,24.444444444444443,63.0,17.3,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,40.0,20.0,20.0,10.0,10.0,40.0,30.0,20.0,,small_spurred_axe_t2,OneHandedAxe,,western_javelin_1_t2
76,C,Battanian Militia Spearman,battanian_militia_spearman,battania,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,20.66128063480142,,,,,13.371611436097695,0.0,60.47619047619048,0.0,37.25,9.4,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,northern_spear_1_t2,TwoHandedPolearm,,
77,C,Lake Rat Recruit,lakepike_tier_1,sturgia,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,20.63248891854716,10.98278216066762,4.816711261953149,,,16.51289828005783,0.0,41.587301587301575,24.444444444444443,29.75,11.4375,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,50.0,40.0,40.0,5.0,20.0,45.0,15.0,20.0,,small_bit_axe_t2,OneHandedAxe,,western_javelin_3_t3
78,C,Khuzait Footman,khuzait_footman,khuzait,2,11.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,20.148510252101193,12.129612877905979,,,,16.422112121227716,0.0,46.82539682539681,0.0,36.0,11.416666666666666,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,40.0,5.0,40.0,25.0,5.0,20.0,20.0,40.0,,khuzait_mace_1_t2|khuzait_sword_1_t2,Mace|OneHandedSword,,
79,C,Jawwal Recruit,jawwal_tier_1,aserai,1,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,5,,20.019617987932175,14.665146920807928,12.108292113641811,,,13.670016000658553,0.0,60.47619047619048,24.444444444444443,23.4,8.360000000000001,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,40.0,15.0,20.0,20.0,5.0,40.0,15.0,180.0,,eastern_spear_1_t2,TwoHandedPolearm,,eastern_javelin_1_t2
80,C,Conspiracy Guardsman,conspiracy_guardsman,aserai,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,1,,17.96803291813907,20.60479426958348,,,,13.91825772893547,0.0,60.47619047619048,0.0,45.0,7.950000000000001,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,40.0,80.0,10.0,30.0,30.0,40.0,60.0,,eastern_spear_2_t3,TwoHandedPolearm,,
81,C,Aserai Militia Spearman,aserai_militia_spearman,aserai,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,17.7221762801035,,,,,11.980878955789823,0.0,60.47619047619048,0.0,28.5,6.7125,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,eastern_spear_1_t2,TwoHandedPolearm,,
82,C,Khuzait Militia Spearman,khuzait_militia_spearman,khuzait,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,16.286150007941213,,,,,11.509798474020798,0.0,60.47619047619048,0.0,28.75,6.875,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,eastern_spear_1_t2,TwoHandedPolearm,,
83,C,Imperial Militia Spearman,imperial_militia_spearman,empire,,11.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,14.447812873538902,,,,,9.607790931588182,0.0,60.47619047619048,0.0,17.5,3.9625000000000004,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,imperial_spear_t2,TwoHandedPolearm,,
