troop_id,troop_name,roster_index,slot,item_id,item_name,family,item_kind,crafting_template,mount_state,source_row,source_reference,swing_damage,swing_speed,thrust_damage,thrust_speed,raw_speed_rating,stack_amount,evidence_grade,eligible_usage_pairs
ghiscari_horseman,Ghiscari Horseman,0,Item0,aserai_sword_3_t3,Slightly Ridged Flyssa,melee,CraftedItem,OneHandedSword,mounted,48214,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48214,,,,,,,crafted_unvalidated,0
ghiscari_manticore,Ghiscari Manticore,0,Item0,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,dismounted,48264,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48264,,,,,,,crafted_unvalidated,0
ghiscari_militia_archer,Ghiscari Militia Archer,0,Item3,simple_sabre_sword_t2,Simple Saber ,melee,CraftedItem,OneHandedSword,dismounted,53657,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53657,,,,,,,crafted_unvalidated,0
ghiscari_militia_archer,Ghiscari Militia Archer,1,Item3,simple_sabre_sword_t2,Simple Saber ,melee,CraftedItem,OneHandedSword,dismounted,53663,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53663,,,,,,,crafted_unvalidated,0
ghiscari_militia_spearman,Ghiscari Militia Spearman,0,Item0,eastern_spear_1_t2,Jagged Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,53680,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53680,,,,,,,crafted_unvalidated,0
ghiscari_militia_spearman,Ghiscari Militia Spearman,0,Item1,small_spurred_axe_t2,Small Spurred Axe,melee,CraftedItem,OneHandedAxe,dismounted,53681,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53681,,,,,,,crafted_unvalidated,0
ghiscari_militia_spearman,Ghiscari Militia Spearman,1,Item0,eastern_spear_1_t2,Jagged Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,53686,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53686,,,,,,,crafted_unvalidated,0
ghiscari_militia_spearman,Ghiscari Militia Spearman,1,Item1,small_spurred_axe_t2,Small Spurred Axe,melee,CraftedItem,OneHandedAxe,dismounted,53687,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53687,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_archer,Ghiscari Militia Veteran Archer,0,Item3,simple_sabre_sword_t2,Simple Saber ,melee,CraftedItem,OneHandedSword,dismounted,53669,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53669,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_archer,Ghiscari Militia Veteran Archer,1,Item3,simple_sabre_sword_t2,Simple Saber ,melee,CraftedItem,OneHandedSword,dismounted,53676,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53676,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_spearman,Ghiscari Militia Veteran Spearman,0,Item0,eastern_spear_2_t3,Narrow Long Headed Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,53692,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53692,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_spearman,Ghiscari Militia Veteran Spearman,0,Item1,khuzait_sword_2_t3,Straight Saber,melee,CraftedItem,OneHandedSword,dismounted,53693,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53693,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_spearman,Ghiscari Militia Veteran Spearman,1,Item0,eastern_spear_2_t3,Narrow Long Headed Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,53700,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53700,,,,,,,crafted_unvalidated,0
ghiscari_militia_veteran_spearman,Ghiscari Militia Veteran Spearman,1,Item1,khuzait_sword_2_t3,Straight Saber,melee,CraftedItem,OneHandedSword,dismounted,53701,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=53701,,,,,,,crafted_unvalidated,0
ghiscari_mounted_archer,Ghiscari Mounted Archer,0,Item0,aserai_sword_1_t2,Iron Flyssa,melee,CraftedItem,OneHandedSword,mounted,48273,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48273,,,,,,,crafted_unvalidated,0
ghiscari_noble_recruit,Ghiscari Former Slave,0,Item0,aserai_sword_1_t2,Iron Flyssa,melee,CraftedItem,OneHandedSword,dismounted,48178,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48178,,,,,,,crafted_unvalidated,0
ghiscari_queens_guard,Ghiscari Queen's Guard,0,Item0,aserai_sword_3_t3,Slightly Ridged Flyssa,melee,CraftedItem,OneHandedSword,mounted,48231,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48231,,,,,,,crafted_unvalidated,0
ghiscari_queens_guard,Ghiscari Queen's Guard,0,Item2,khuzait_lance_1_t3,Light Steppe Rider Lance,melee,CraftedItem,TwoHandedPolearm,mounted,48233,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48233,,,,,,,crafted_unvalidated,0
ghiscari_queens_guard,Ghiscari Queen's Guard,0,Item3,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,mounted,48234,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48234,,,,,,,crafted_unvalidated,0
ghiscari_recruit,Ghiscari Recruit,0,Item0,aserai_sword_1_t2,Iron Flyssa,melee,CraftedItem,OneHandedSword,dismounted,48175,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48175,,,,,,,crafted_unvalidated,0
ghiscari_soldier,Ghiscari Soldier,0,Item0,aserai_sword_3_t3,Slightly Ridged Flyssa,melee,CraftedItem,OneHandedSword,dismounted,48206,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48206,,,,,,,crafted_unvalidated,0
ghiscari_unsullied,Ghiscari Pikeman,0,Item0,sturgia_sword_1_t2,Tapered Blade,melee,CraftedItem,OneHandedSword,dismounted,48192,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48192,,,,,,,crafted_unvalidated,0
ghiscari_unsullied,Ghiscari Pikeman,0,Item1,vlandia_pike_1_t5,Pike,melee,CraftedItem,Pike,dismounted,48193,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48193,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_hoplite,Ghiscari Legionnaire,0,Item0,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,dismounted,48289,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48289,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_hoplite,Ghiscari Legionnaire,0,Item1,unsullied_spear,Unsullied Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,48290,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48290,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_initiate,Ghiscari Legion Trainee,0,Item0,sturgia_sword_1_t2,Tapered Blade,melee,CraftedItem,OneHandedSword,dismounted,48283,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48283,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_initiate,Ghiscari Legion Trainee,0,Item1,unsullied_spear,Unsullied Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,48284,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48284,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_unbent,Ghiscari Elite Legionnaire,0,Item0,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,dismounted,48297,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48297,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_unbent,Ghiscari Elite Legionnaire,0,Item1,unsullied_spear,Unsullied Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,48298,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48298,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_unbroken,Ghiscari Lockstep Legionnaire,0,Item0,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,dismounted,48306,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48306,,,,,,,crafted_unvalidated,0
ghiscari_unsullied_unbroken,Ghiscari Lockstep Legionnaire,0,Item1,unsullied_spear,Unsullied Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,48307,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48307,,,,,,,crafted_unvalidated,0
ghiscari_warrior,Ghiscari Warrior,0,Item0,ghiscari_sword,Ghiscari Sword,melee,CraftedItem,TwoHandedSword,dismounted,48187,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48187,,,,,,,crafted_unvalidated,0
giant,Giant,0,Item0,giant_club,Giant Club,melee,CraftedItem,TwoHandedAxe,dismounted,46758,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=46758,,,,,,,crafted_unvalidated,0
giant_archer,Giant Archer,0,Item0,giant_club,Giant Club,melee,CraftedItem,TwoHandedAxe,dismounted,46770,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=46770,,,,,,,crafted_unvalidated,0
giant_rider,Mammoth Riding Giant,0,Item0,giant_club,Giant Club,melee,CraftedItem,TwoHandedAxe,mounted,46777,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=46777,,,,,,,crafted_unvalidated,0
glover_archer,Glover Archer,0,Item2,vlandia_sword_1_t2,Iron Arming Sword,melee,CraftedItem,OneHandedSword,dismounted,51974,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51974,,,,,,,crafted_unvalidated,0
glover_bushranger,Glover Bushranger,0,Item0,sturgia_axe_5_t5,Rectangular Bitted Axe,melee,CraftedItem,OneHandedAxe,dismounted,51945,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51945,,,,,,,crafted_unvalidated,0
glover_bushranger,Glover Bushranger,0,Item3,highland_spear_4_t4,Steel Tipped Hooked Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51948,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51948,,,,,,,crafted_unvalidated,0
glover_footman,Glover Footman,0,Item2,battania_axe_1_t2,Highland Hatchet,melee,CraftedItem,OneHandedAxe,dismounted,51924,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51924,,,,,,,crafted_unvalidated,0
glover_footman,Glover Footman,0,Item3,vlandia_lance_1_t3,Light Lance,melee,CraftedItem,TwoHandedPolearm,dismounted,51925,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51925,,,,,,,crafted_unvalidated,0
glover_horseman,Glover Horseman,0,Item2,vlandia_sword_2_t3,Ridged Tipped Arming Sword,melee,CraftedItem,OneHandedSword,mounted,51964,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51964,,,,,,,crafted_unvalidated,0
glover_horseman,Glover Horseman,0,Item3,sturgia_lance_1_t4,Druzhinnik Lance,melee,CraftedItem,TwoHandedPolearm,mounted,51965,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51965,,,,,,,crafted_unvalidated,0
glover_levy,Glover Levy,0,Item2,battania_axe_1_t2,Highland Hatchet,melee,CraftedItem,OneHandedAxe,dismounted,51919,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51919,,,,,,,crafted_unvalidated,0
glover_man_at_arms,Glover Man at Arms,0,Item2,sturgia_axe_4_t4,Veteran Warrior Axe,melee,CraftedItem,OneHandedAxe,dismounted,51930,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51930,,,,,,,crafted_unvalidated,0
glover_man_at_arms,Glover Man at Arms,0,Item3,highland_spear_3_t3,Reinforced Highland Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51931,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51931,,,,,,,crafted_unvalidated,0
glover_rider,Glover Rider,0,Item2,vlandia_sword_2_t3,Ridged Tipped Arming Sword,melee,CraftedItem,OneHandedSword,mounted,51955,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51955,,,,,,,crafted_unvalidated,0
glover_rider,Glover Rider,0,Item3,vlandia_lance_1_t3,Light Lance,melee,CraftedItem,TwoHandedPolearm,mounted,51956,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51956,,,,,,,crafted_unvalidated,0
glover_veteran_archer,Glover Veteran Archer,0,Item1,vlandia_sword_2_t3,Ridged Tipped Arming Sword,melee,CraftedItem,OneHandedSword,dismounted,51981,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51981,,,,,,,crafted_unvalidated,0
glover_volunteer,Glover Recruit,0,Item0,peasant_maul_t1_2,Maul,melee,CraftedItem,TwoHandedMace,dismounted,51904,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51904,,,,,,,crafted_unvalidated,0
glover_volunteer,Glover Recruit,1,Item0,peasant_hatchet_1_t1,Hatchet,melee,CraftedItem,OneHandedAxe,dismounted,51908,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51908,,,,,,,crafted_unvalidated,0
glover_volunteer,Glover Recruit,2,Item0,battania_mace_2_t2,Highland Spiked Club,melee,CraftedItem,Mace,dismounted,51911,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51911,,,,,,,crafted_unvalidated,0
glover_volunteer,Glover Recruit,3,Item0,peasant_pickaxe_1_t1,Pickaxe,melee,CraftedItem,OneHandedAxe,dismounted,51915,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51915,,,,,,,crafted_unvalidated,0
glover_warrior,Glover Warrior,0,Item0,sturgia_axe_4_t4,Veteran Warrior Axe,melee,CraftedItem,OneHandedAxe,dismounted,51936,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51936,,,,,,,crafted_unvalidated,0
glover_warrior,Glover Warrior,0,Item3,highland_spear_3_t3,Reinforced Highland Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51939,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51939,,,,,,,crafted_unvalidated,0
goldcloak_archer,Gold Cloak Archer,0,Item0,short_sword_t3,Short Sword,melee,CraftedItem,OneHandedSword,dismounted,48614,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48614,,,,,,,crafted_unvalidated,0
goldcloak_captain,Gold Cloak Captain,0,Item0,narrow_sword_t3,Narrow Sword,melee,CraftedItem,OneHandedSword,mounted,48599,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48599,,,,,,,crafted_unvalidated,0
goldcloak_captain,Gold Cloak Captain,0,Item1,western_spear_1_t2,Simple Commoner Spear,melee,CraftedItem,TwoHandedPolearm,mounted,48600,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48600,,,,,,,crafted_unvalidated,0
goldcloak_elite_archer,Gold Cloak Elite Archer,0,Item0,short_sword_t3,Short Sword,melee,CraftedItem,OneHandedSword,dismounted,48621,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48621,,,,,,,crafted_unvalidated,0
goldcloak_master_archer,Gold Cloak Sniper,0,Item0,narrow_sword_t3,Narrow Sword,melee,CraftedItem,OneHandedSword,dismounted,48628,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48628,,,,,,,crafted_unvalidated,0
goldcloak_officer,Gold Cloak Petty Officer,0,Item0,aserai_2haxe_1_t3,Short Handled Tabar,melee,CraftedItem,TwoHandedAxe,dismounted,48582,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48582,,,,,,,crafted_unvalidated,0
goldcloak_officer,Gold Cloak Petty Officer,0,Item2,vlandia_sword_3_t4,Knightly Arming Sword,melee,CraftedItem,OneHandedSword,dismounted,48584,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48584,,,,,,,crafted_unvalidated,0
goldcloak_rider,Gold Cloak Rider,0,Item0,narrow_sword_t3,Narrow Sword,melee,CraftedItem,OneHandedSword,mounted,48590,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48590,,,,,,,crafted_unvalidated,0
goldcloak_rider,Gold Cloak Rider,0,Item1,western_spear_1_t2,Simple Commoner Spear,melee,CraftedItem,TwoHandedPolearm,mounted,48591,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48591,,,,,,,crafted_unvalidated,0
goldcloak_soldier,Gold Cloak Soldier,0,Item0,short_sword_t3,Short Sword,melee,CraftedItem,OneHandedSword,dismounted,48576,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48576,,,,,,,crafted_unvalidated,0
goldcloak_soldier,Gold Cloak Soldier,0,Item1,western_spear_1_t2,Simple Commoner Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,48577,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=48577,,,,,,,crafted_unvalidated,0
golden_crossbowman,Goldenmark Marksmen,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51228,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51228,,,,,,,crafted_unvalidated,0
golden_crossbowman,Goldenmark Marksmen,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51234,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51234,,,,,,,crafted_unvalidated,0
golden_elite_pikeman,Golden Company Mahout,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51172,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51172,,,,,,,crafted_unvalidated,0
golden_elite_pikeman,Golden Company Mahout,0,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51174,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51174,,,,,,,crafted_unvalidated,0
golden_elite_pikeman,Golden Company Mahout,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51182,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51182,,,,,,,crafted_unvalidated,0
golden_elite_pikeman,Golden Company Mahout,1,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51184,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51184,,,,,,,crafted_unvalidated,0
golden_horseman,Golden Company Elephant Rider,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51210,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51210,,,,,,,crafted_unvalidated,0
golden_horseman,Golden Company Elephant Rider,0,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51212,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51212,,,,,,,crafted_unvalidated,0
golden_horseman,Golden Company Elephant Rider,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51219,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51219,,,,,,,crafted_unvalidated,0
golden_horseman,Golden Company Elephant Rider,1,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51221,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51221,,,,,,,crafted_unvalidated,0
golden_infantryman,Golden Company Giltblade Warriors,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51132,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51132,,,,,,,crafted_unvalidated,0
golden_infantryman,Golden Company Giltblade Warriors,0,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51134,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51134,,,,,,,crafted_unvalidated,0
golden_infantryman,Golden Company Giltblade Warriors,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51138,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51138,,,,,,,crafted_unvalidated,0
golden_infantryman,Golden Company Giltblade Warriors,1,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51140,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51140,,,,,,,crafted_unvalidated,0
golden_master_crossbowman,Gilded Bolt Rangers,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51256,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51256,,,,,,,crafted_unvalidated,0
golden_master_crossbowman,Gilded Bolt Rangers,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51264,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51264,,,,,,,crafted_unvalidated,0
golden_pikeman,Golden Company Gilt Pike Wardens,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51158,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51158,,,,,,,crafted_unvalidated,0
golden_pikeman,Golden Company Gilt Pike Wardens,0,Item2,thamaskene_pike_t4,Thamaskene Pike,melee,CraftedItem,Pike,dismounted,51160,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51160,,,,,,,crafted_unvalidated,0
golden_pikeman,Golden Company Gilt Pike Wardens,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51165,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51165,,,,,,,crafted_unvalidated,0
golden_pikeman,Golden Company Gilt Pike Wardens,1,Item2,thamaskene_pike_t4,Thamaskene Pike,melee,CraftedItem,Pike,dismounted,51167,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51167,,,,,,,crafted_unvalidated,0
golden_recruit,Golden Company Recruit,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51124,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51124,,,,,,,crafted_unvalidated,0
golden_recruit,Golden Company Recruit,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51128,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51128,,,,,,,crafted_unvalidated,0
golden_rider,Golden Steed Riders,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51192,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51192,,,,,,,crafted_unvalidated,0
golden_rider,Golden Steed Riders,0,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51194,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51194,,,,,,,crafted_unvalidated,0
golden_rider,Golden Steed Riders,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,mounted,51201,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51201,,,,,,,crafted_unvalidated,0
golden_rider,Golden Steed Riders,1,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,mounted,51203,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51203,,,,,,,crafted_unvalidated,0
golden_spearman,Golden Company Aurum Spearbearers,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51144,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51144,,,,,,,crafted_unvalidated,0
golden_spearman,Golden Company Aurum Spearbearers,0,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51146,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51146,,,,,,,crafted_unvalidated,0
golden_spearman,Golden Company Aurum Spearbearers,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51151,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51151,,,,,,,crafted_unvalidated,0
golden_spearman,Golden Company Aurum Spearbearers,1,Item2,golden_company_spear,Golden Company Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,51153,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51153,,,,,,,crafted_unvalidated,0
golden_veteran_crossbowman,Gleaming Shaft Marksmen,0,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51240,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51240,,,,,,,crafted_unvalidated,0
golden_veteran_crossbowman,Gleaming Shaft Marksmen,1,Item0,golden_company_sword,Golden Company Scimitar,melee,CraftedItem,OneHandedSword,dismounted,51248,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=51248,,,,,,,crafted_unvalidated,0
grafton_crossbowman,Grafton Archer,0,Item0,westerling_mace,Westerling Mace,melee,CraftedItem,Mace,dismounted,54359,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54359,,,,,,,crafted_unvalidated,0
grafton_elite_crossbowman,Grafton Elite Archer,0,Item0,westerling_mace,Westerling Mace,melee,CraftedItem,Mace,dismounted,54366,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54366,,,,,,,crafted_unvalidated,0
grafton_flameknight,Grafton Flaming Knight,0,Item0,westerling_axe,Westerling Axe,melee,CraftedItem,OneHandedAxe,dismounted,54331,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54331,,,,,,,crafted_unvalidated,0
grafton_flameknight,Grafton Flaming Knight,0,Item2,grafton_spear,Grafton Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,54333,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54333,,,,,,,crafted_unvalidated,0
grafton_flameknight,Grafton Flaming Knight,0,Item3,grafton_axe,Grafton Axe,melee,CraftedItem,TwoHandedAxe,dismounted,54334,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54334,,,,,,,crafted_unvalidated,0
grafton_footman,Grafton Footman,0,Item0,westerling_mace,Westerling Mace,melee,CraftedItem,Mace,dismounted,54310,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54310,,,,,,,crafted_unvalidated,0
grafton_footman,Grafton Footman,0,Item2,northern_spear_1_t2,Short Simple Raider Spear,melee,CraftedItem,TwoHandedPolearm,dismounted,54312,data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv#row=54312,,,,,,,crafted_unvalidated,0
