troop_id,troop_name,level,tree_depth_not_ui_tier,rosters,melee_or_unresolved_slots,complete_usage_pairs,status
ibbenese_mariner,Ibbenese Mariner,26.0,4,1,2,0,withheld_missing_weapon_pair
ibbenese_master_huntsman,Ibbenese Master Huntsman,26.0,5,1,1,0,withheld_missing_weapon_pair
ibbenese_militia_archer,Ibbenese Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
ibbenese_militia_spearman,Ibbenese Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
ibbenese_militia_veteran_archer,Ibbenese Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
ibbenese_militia_veteran_spearman,Ibbenese Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
ibbenese_navigator,Ibbenese Navigator,31.0,5,1,2,0,withheld_missing_weapon_pair
ibbenese_noble_recruit,Ibbenese Deckhand,11.0,1,1,1,0,withheld_missing_weapon_pair
ibbenese_recruit,Ibbenese Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
ibbenese_rider,Ibbenese Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
ibbenese_rower,Ibbenese Rower,16.0,2,1,2,0,withheld_missing_weapon_pair
ibbenese_sailor,Ibbenese Sailor,21.0,3,1,2,0,withheld_missing_weapon_pair
ibbenese_timberman,Ibbenese Timberman,26.0,5,1,1,0,withheld_missing_weapon_pair
ibbenese_tracker,Ibbenese Tracker,16.0,3,1,2,0,withheld_missing_weapon_pair
ibbenese_warrior,Ibbenese Warrior,21.0,4,1,2,0,withheld_missing_weapon_pair
ibbenese_whaler,Ibbenese Whaler,26.0,5,1,2,0,withheld_missing_weapon_pair
karstark_archer,Karstark Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
karstark_brute,Karstark House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
karstark_elite_archer,Karstark Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
karstark_loyalist,Karstark Loyalist,31.0,6,1,2,0,withheld_missing_weapon_pair
karstark_outrider,Karstark Outrider,21.0,4,1,2,0,withheld_missing_weapon_pair
karstark_ruffian,Karstark Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
karstark_shock_cavalry,Karstark Shock Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
karstark_soldier,Karstark Brute,16.0,3,1,1,0,withheld_missing_weapon_pair
karstark_volunteer,Karstark Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
kingsguard,Gold Cloak Halberdier,26.0,5,1,2,0,withheld_missing_weapon_pair
kingsguard_captain,Kingsguard,26.0,4,1,3,0,withheld_missing_weapon_pair
kingsguard_initiate,Kingsguard Initiate,21.0,3,1,2,0,withheld_missing_weapon_pair
kingsguard_page,Kingsguard's Page,11.0,1,1,1,0,withheld_missing_weapon_pair
kingsguard_squire,Kingsguard's Squire,16.0,2,1,2,0,withheld_missing_weapon_pair
lannister_archer,Lannister Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
lannister_bowman,Lannister Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
lannister_footman,Lannister Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
lannister_horseman,Lannister Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
lannister_houseguard,Lannister House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
lannister_knight,Lannister Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
lannister_levy,Lannister Levy,11.0,2,1,2,0,withheld_missing_weapon_pair
lannister_longbowman,Lannister Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
lannister_man_at_arms,Lannister Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
lannister_officer,Lannister Officer,26.0,5,1,3,0,withheld_missing_weapon_pair
lannister_prideknight,Lannister Prideknight,31.0,6,1,2,0,withheld_missing_weapon_pair
lannister_recruit,Lannister Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
lyseni_archer,Lyseni Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
lyseni_axe_apprentice,Lyseni Axe Apprentice,16.0,2,1,1,0,withheld_missing_weapon_pair
lyseni_axeman,Lyseni Axeman,21.0,3,1,1,0,withheld_missing_weapon_pair
lyseni_bowman,Lyseni Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
lyseni_cavalry,Lyseni Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
lyseni_elite_archer,Lyseni Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
lyseni_enforcer,Lyseni Enforcer,31.0,5,1,1,0,withheld_missing_weapon_pair
lyseni_executioner,Lyseni Executioner,26.0,4,1,1,0,withheld_missing_weapon_pair
lyseni_footman,Lyseni Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
lyseni_glaiveman,Lyseni Glaiveman,26.0,5,1,2,0,withheld_missing_weapon_pair
lyseni_horseman,Lyseni Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
lyseni_militia_archer,Lyseni Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
lyseni_militia_spearman,Lyseni Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
lyseni_militia_veteran_archer,Lyseni Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
lyseni_militia_veteran_spearman,Lyseni Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
lyseni_noble_recruit,Lyseni Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
lyseni_recruit,Lyseni Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
lyseni_soldier,Lyseni Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
lyseni_spearman,Lyseni Spearman,26.0,5,1,2,0,withheld_missing_weapon_pair
lyseni_warrior,Lyseni Warrior,21.0,4,1,2,0,withheld_missing_weapon_pair
magister_guard,Magister Guard Elite,31.0,5,1,2,0,withheld_missing_weapon_pair
mallister_archer,Mallister Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
mallister_elite_archer,Mallister Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
mallister_footman,Mallister Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
mallister_horseman,Mallister Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
mallister_houseguard,Mallister House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
mallister_knight,Mallister Eagle Knight,31.0,6,1,2,0,withheld_missing_weapon_pair
mallister_levy,Mallister Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
mallister_man_at_arms,Mallister Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
mallister_recruit,Mallister Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
mallister_rider,Mallister Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
manderly_archer,Manderly Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
manderly_man_at_arms,Manderly Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
manderly_veteran_archer,Manderly Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
martell_archer,Martell Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
martell_bowman,Martell Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
martell_footman,Martell Footman,16.0,3,1,1,0,withheld_missing_weapon_pair
martell_horseman,Martell Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
martell_houseguard,Martell House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
martell_levy,Martell Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
martell_recruit,Martell Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
martell_rider,Martell Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
martell_spearman,Martell Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
martell_veteran_archer,Martell Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
mormont_bowmaiden,Mormont Bowmaiden,31.0,6,1,1,0,withheld_missing_weapon_pair
mormont_footman,Mormont Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
mormont_horseman,Mormont Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
mormont_houseguard,Mormont House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
mormont_huntress,Mormont Huntress,21.0,4,1,1,0,withheld_missing_weapon_pair
mormont_man_at_arms,Mormont Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
mormont_mounted_huntress,Mormont Mounted Huntress,26.0,5,1,1,0,withheld_missing_weapon_pair
mormont_scout,Mormont Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
mormont_trapper,Mormont Trapper,16.0,3,1,1,0,withheld_missing_weapon_pair
mormont_veteran_huntress,Mormont Veteran Huntress,26.0,5,1,1,0,withheld_missing_weapon_pair
mormont_volunteer,Mormont Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
mormont_woodswoman,Mormont Woodswoman,11.0,2,1,1,0,withheld_missing_weapon_pair
mountains_man,Mountain's Man,31.0,6,1,2,0,withheld_missing_weapon_pair
mounted_kingsguard,Captain of the Kingsguard,31.0,5,1,3,0,withheld_missing_weapon_pair
mounted_priest,Norvoshi Grand Bearded Priest,31.0,5,1,2,0,withheld_missing_weapon_pair
myrish_archer,Myrish Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
myrish_artisan,Myrish Artisan of War,31.0,5,1,1,0,withheld_missing_weapon_pair
myrish_axeman,Myrish Legionnaire,26.0,5,1,3,0,withheld_missing_weapon_pair
myrish_bowman,Myrish Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
myrish_cavalry,Myrish Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
myrish_crossbowman,Myrish Crossbowman,16.0,2,1,1,0,withheld_missing_weapon_pair
myrish_elite_archer,Myrish Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
myrish_elite_crossbowman,Myrish Elite Crossbowman,21.0,3,1,1,0,withheld_missing_weapon_pair
myrish_footman,Myrish Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
myrish_horseman,Myrish Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
myrish_master_crossbowman,Myrish Master Crossbowman,26.0,4,1,1,0,withheld_missing_weapon_pair
myrish_militia_archer,Myrish Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
myrish_militia_spearman,Myrish Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
myrish_militia_veteran_archer,Myrish Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
myrish_militia_veteran_spearman,Myrish Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
myrish_noble_recruit,Myrish Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
myrish_recruit,Myrish Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
myrish_soldier,Myrish Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
myrish_warrior,Myrish Warrior,21.0,4,1,2,0,withheld_missing_weapon_pair
nightswatch_crossbowman,Night's Watch Crossbowman,16.0,3,1,1,0,withheld_missing_weapon_pair
nightswatch_defender,Night's Watch Defender,21.0,4,1,2,0,withheld_missing_weapon_pair
nightswatch_elite_crossbowman,Night's Watch Elite Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
nightswatch_elite_ranger,Night's Watch Elite Ranger,21.0,3,1,1,0,withheld_missing_weapon_pair
nightswatch_horseman,Night's Watch Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
nightswatch_master_crossbowman,Night's Watch Master Crossbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
nightswatch_master_ranger,Night's Watch Master Ranger,26.0,4,1,1,0,withheld_missing_weapon_pair
nightswatch_militia_archer,Night's Watch Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
nightswatch_militia_spearman,Night's Watch Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
nightswatch_militia_veteran_archer,Night's Watch Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
nightswatch_militia_veteran_spearman,Night's Watch Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
nightswatch_protector,Night's Watch Protector of the Realm,31.0,5,1,1,0,withheld_missing_weapon_pair
nightswatch_ranger,Night's Watch Ranger,16.0,2,1,1,0,withheld_missing_weapon_pair
nightswatch_ranger_recruit,Night's Watch Ranger Recruit,11.0,1,1,1,0,withheld_missing_weapon_pair
nightswatch_recruit,Night's Watch Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
nightswatch_shieldbrother,Night's Watch Shieldbrother,16.0,3,1,2,0,withheld_missing_weapon_pair
nightswatch_soldier,Night's Watch Soldier,11.0,2,1,1,0,withheld_missing_weapon_pair
nightswatch_stalwart,Night's Watch Stalwart,26.0,5,1,2,0,withheld_missing_weapon_pair
norvos_acolyte,Norvoshi Acolyte,16.0,2,1,2,0,withheld_missing_weapon_pair
norvos_archer,Norvoshi Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
norvos_axeman,Norvoshi Axeman,21.0,4,1,2,0,withheld_missing_weapon_pair
norvos_bearded_priest,Norvoshi Bearded Priest,21.0,3,1,2,0,withheld_missing_weapon_pair
norvos_bowman,Norvoshi Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
norvos_cavalry,Norvoshi Cavalry,21.0,4,1,2,0,withheld_missing_weapon_pair
norvos_elite_archer,Norvoshi Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
norvos_footman,Norvoshi Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
norvos_horseman,Norvoshi Horseman,16.0,3,1,2,0,withheld_missing_weapon_pair
norvos_initiate,Norvoshi Initiate,11.0,1,1,1,0,withheld_missing_weapon_pair
norvos_master_archer,Norvoshi Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
norvos_master_axeman,Norvoshi Master Axeman,26.0,5,1,2,0,withheld_missing_weapon_pair
norvos_militia_archer,Norvoshi Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
norvos_militia_spearman,Norvoshi Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
norvos_militia_veteran_archer,Norvoshi Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
norvos_militia_veteran_spearman,Norvoshi Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
norvos_pikeman,Norvoshi Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
norvos_priestguard,Norvoshi Priest Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
norvos_recruit,Norvoshi Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
norvos_soldier,Norvoshi Soldier,16.0,3,1,1,0,withheld_missing_weapon_pair
norvos_spearman,Norvoshi Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
oldtown_guardian,Guardian of Oldtown,31.0,6,1,3,0,withheld_missing_weapon_pair
pentoshi_archer,Pentoshi Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
pentoshi_cavalry,Pentoshi Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
pentoshi_elite_archer,Pentoshi Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
pentoshi_footman,Pentoshi Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
pentoshi_horseman,Pentoshi Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
pentoshi_lancer,Pentoshi Lancer,26.0,4,1,2,0,withheld_missing_weapon_pair
pentoshi_man_at_arms,Pentoshi Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
pentoshi_militia_archer,Pentoshi Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
pentoshi_militia_spearman,Pentoshi Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
pentoshi_militia_veteran_archer,Pentoshi Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
pentoshi_militia_veteran_spearman,Pentoshi Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
pentoshi_mounted_archer,Pentoshi Mounted Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
pentoshi_noble_recruit,Pentoshi Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
pentoshi_pike_warrior,Pentoshi Pike Warrior,21.0,3,1,2,0,withheld_missing_weapon_pair
pentoshi_pikeman,Pentoshi Pikeman,16.0,2,1,2,0,withheld_missing_weapon_pair
pentoshi_recruit,Pentoshi Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
pentoshi_soldier,Pentoshi Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
pentoshi_spearman,Pentoshi Spearman,26.0,5,1,2,0,withheld_missing_weapon_pair
qartheen_archer,Qartheen Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
qartheen_bowman,Qartheen Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
qartheen_camel_rider,Qartheen Camel Rider,16.0,3,1,2,0,withheld_missing_weapon_pair
qartheen_cameleer,Qartheen Cameleer,21.0,4,1,2,0,withheld_missing_weapon_pair
qartheen_champion,Qartheen Pureborn Champion,26.0,4,1,1,0,withheld_missing_weapon_pair
qartheen_elite_archer,Qarthene Veteran Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
qartheen_elite_hoplite,Qartheen Elite Hoplite,26.0,5,1,2,0,withheld_missing_weapon_pair
qartheen_footman,Qartheen Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
qartheen_hoplite,Qartheen Hoplite,21.0,4,1,2,0,withheld_missing_weapon_pair
qartheen_longbowman,Qartheen Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
qartheen_master_cameleer,Qartheen Master Cameleer,26.0,5,1,2,0,withheld_missing_weapon_pair
qartheen_militia_archer,Qartheen Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
qartheen_militia_spearman,Qartheen Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
qartheen_militia_veteran_archer,Qartheen Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
qartheen_militia_veteran_spearman,Qartheen Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
qartheen_noble_recruit,Qartheen Pureborn Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
qartheen_pureborn,Qartheen Pureborn Fighter,16.0,2,1,2,0,withheld_missing_weapon_pair
qartheen_pureborn_warrior,Qartheen Pureborn Warrior,21.0,3,1,2,0,withheld_missing_weapon_pair
qartheen_recruit,Qartheen Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
qartheen_warrior,Qartheen Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
qohorik_archer,Qohorik Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
qohorik_bowman,Qohorik Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
qohorik_elite_archer,Qohorik Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
qohorik_elite_spearman,Qohorik Elite Spearman,26.0,5,1,3,0,withheld_missing_weapon_pair
qohorik_falxman,Qohorik Falxman,26.0,5,1,1,0,withheld_missing_weapon_pair
qohorik_footman,Qohorik Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
qohorik_goat_devout,Black Goat Devout,26.0,4,1,2,0,withheld_missing_weapon_pair
qohorik_goat_initiate,Black Goat Initiate,16.0,2,1,2,0,withheld_missing_weapon_pair
qohorik_goat_sacrificer,Black Goat Sacrificer,31.0,5,1,2,0,withheld_missing_weapon_pair
qohorik_goat_warrior,Black Goat Warrior,21.0,3,1,2,0,withheld_missing_weapon_pair
qohorik_horseman,Qohorik Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
qohorik_lancer,Qohorik Lancer,26.0,5,1,2,0,withheld_missing_weapon_pair
qohorik_militia_archer,Qohorik Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
qohorik_militia_spearman,Qohorik Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
qohorik_militia_veteran_archer,Qohorik Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
qohorik_militia_veteran_spearman,Qohorik Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
qohorik_noble_recruit,Qohorik Noble Youth,11.0,1,1,1,0,withheld_missing_weapon_pair
qohorik_recruit,Qohorik Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
qohorik_rider,Qohorik Rider,16.0,3,1,2,0,withheld_missing_weapon_pair
qohorik_soldier,Qohorik Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
qohorik_spearman,Qohorik Spearman,21.0,4,1,3,0,withheld_missing_weapon_pair
qohorik_swordsman,Qohorik Swordsman,21.0,4,1,2,0,withheld_missing_weapon_pair
queensguard_captain,Captain of the Queen's Guard,31.0,5,1,2,0,withheld_missing_weapon_pair
ravens_teeth,Ravens' Teeth,31.0,6,1,1,0,withheld_missing_weapon_pair
reach_archer,Reach Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
reach_axeman,Reach Axeman,26.0,5,1,2,0,withheld_missing_weapon_pair
reach_bowman,Reach Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
reach_champion,Reach Champion,26.0,4,1,3,0,withheld_missing_weapon_pair
reach_elite_archer,Reach Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
reach_flower_knight,Reach Flower Knight,31.0,5,1,3,0,withheld_missing_weapon_pair
reach_hacker,Reach Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
reach_hedge_knight,Reach Hedge Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
reach_hookman,Reach Voulgier,16.0,2,1,1,0,withheld_missing_weapon_pair
reach_houseguard,Reach House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
reach_knight,Reach Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
reach_levy,Reach Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
reach_master_archer,Reach Master Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
reach_militia_archer,Reach Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
reach_militia_spearman,Reach Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
reach_militia_veteran_archer,Reach Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
reach_militia_veteran_spearman,Reach Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
reach_noble_recruit,Reach Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
reach_recruit,Reach Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
reach_rider,Reach Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
reach_soldier,Reach Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
realm_hedge_knight,Realm Hedge Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
realm_knight,Realm Knight,26.0,4,1,2,0,withheld_missing_weapon_pair
realm_paladin,Realm Paladin,31.0,5,1,2,0,withheld_missing_weapon_pair
river_admiral,Riverlands Admiral,31.0,5,1,2,0,withheld_missing_weapon_pair
river_archer,Riverlands Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
river_axeman,Riverlands Axeman,26.0,5,1,1,0,withheld_missing_weapon_pair
river_bowman,Riverlands Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
river_calvary,Riverlands Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
river_elite_archer,Riverlands Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
river_elite_swordsman,Riverlands Elite Swordsman,21.0,3,1,2,0,withheld_missing_weapon_pair
river_footman,Riverlands Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
river_horseman,Riverlands Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
river_houseguard,Riverlands House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
river_man_at_arms,Riverlands Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
river_militia_archer,Riverlands Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
river_militia_spearman,Riverlands Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
river_militia_veteran_archer,Riverlands Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
river_militia_veteran_spearman,Riverlands Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
river_noble_recruit,Riverlord's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
river_pikeman,Riverlands Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
river_ranger,Riverlands Ranger,26.0,5,1,1,0,withheld_missing_weapon_pair
river_recruit,Riverlands Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
river_soldier,Riverlands Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
river_swordmaster,Riverlands Swordmaster,26.0,4,1,2,0,withheld_missing_weapon_pair
river_swordsman,Riverlands Swordsman,16.0,2,1,2,0,withheld_missing_weapon_pair
riverrun_captain,Riverrun Captain,31.0,6,1,2,0,withheld_missing_weapon_pair
royce_archer,Royce Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
royce_cavalrywomen,Royce Cavalrywomen,26.0,5,1,2,0,withheld_missing_weapon_pair
royce_elite_warrior,Royce Elite Warrior,26.0,5,1,2,0,withheld_missing_weapon_pair
royce_footman,Royce Footman,11.0,2,1,2,0,withheld_missing_weapon_pair
royce_heroine,Royce Heroine,31.0,6,1,2,0,withheld_missing_weapon_pair
royce_recruit,Royce Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
royce_rider,Royce Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
royce_soldier,Royce Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
royce_veteran_archer,Royce Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
royce_warrior,Royce Warrior,21.0,4,1,2,0,withheld_missing_weapon_pair
sadistic_wight,Sadistic Wight,31.0,6,1,1,0,withheld_missing_weapon_pair
sarnor_archer,Sarnori Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
sarnor_bowman,Sarnori Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
sarnor_cavalry,Sarnori Cavalry,21.0,4,1,2,0,withheld_missing_weapon_pair
sarnor_elite_archer,Sarnori Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
sarnor_elite_javelinier,Sarnori Elite Javelinier,21.0,3,1,2,0,withheld_missing_weapon_pair
sarnor_footman,Sarnori Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
sarnor_glaiveman,Sarnori Glaiveman,21.0,4,1,2,0,withheld_missing_weapon_pair
sarnor_highking_guardian,High King Guardian,26.0,5,1,2,0,withheld_missing_weapon_pair
sarnor_horseman,Sarnori Horseman,16.0,3,1,2,0,withheld_missing_weapon_pair
sarnor_javelinier,Sarnori Javelineer,16.0,2,1,2,0,withheld_missing_weapon_pair
sarnor_longbowman,Sarnori Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
sarnor_master_javelinier,Sarnori Master Javelinier,26.0,4,1,2,0,withheld_missing_weapon_pair
sarnor_master_spearman,Sarnori Master Spearman,26.0,5,1,2,0,withheld_missing_weapon_pair
sarnor_militia_archer,Sarnori Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
sarnor_militia_spearman,Sarnori Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
sarnor_militia_veteran_archer,Sarnori Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
sarnor_militia_veteran_spearman,Sarnori Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
sarnor_noble_recruit,Sarnori Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
sarnor_recruit,Sarnori Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
