track,game_version,cohort,context,participant_scope,parent_group,efficiency_rank,impact_rank,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,reliable_role_population,role_adjusted_rank_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,victory_battles,defeat_battles,active_battles,reliability_status,more_battles_needed,more_deployed_needed
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,16,17,Myrish Warrior [T4],myrish_warrior,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,2,12,11,5,0,1,0,0.416667,,,538,2,True,0.009294,0.003872,540,2,True,0.022222,0.418216,-0.012929,0.916667,0.000000,0.083333,2,0,0,insufficient_evidence,3,8
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,17,13,Pentoshi Recruit [T1],pentoshi_recruit,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,3,135,94,42,7,34,0,0.311111,,,1034,3,True,0.040619,0.012637,909,3,True,0.148515,0.273501,-0.107896,0.696296,0.051852,0.303704,3,0,0,insufficient_evidence,2,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,18,16,Pentoshi Soldier [T3],pentoshi_soldier,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,2,39,36,12,1,2,0,0.307692,,,585,2,True,0.020513,0.006312,565,2,True,0.069027,0.297173,-0.048514,0.923077,0.025641,0.076923,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,19,18,Myrish Noble Youth [T2],myrish_noble_recruit,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,4,72,67,14,0,5,0,0.194444,,,802,4,True,0.017456,0.003394,969,4,True,0.074303,0.234933,-0.056847,0.930556,0.000000,0.069444,4,0,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,20,20,Myrish Recruit [T1],myrish_recruit,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,2,0,0,2,0,0.000000,,,130,1,True,0.000000,0.000000,263,1,True,0.015209,0.000000,-0.015209,0.500000,0.000000,0.500000,1,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,1,1,Myrish Artisan of War [T6],myrish_artisan,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,516,245,1368,60,211,0,2.651163,1.783217,3.425087,2461,6,True,0.555872,1.473706,1666,6,True,0.309724,1.794733,0.246148,0.474806,0.116279,0.525194,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,2,11,Myrish Crossbowman [T3],myrish_crossbowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,3,10,0,23,0,10,0,2.300000,,,1668,3,True,0.013789,0.031715,751,3,True,0.013316,1.035552,0.000473,0.000000,0.000000,1.000000,1,2,0,insufficient_evidence,2,10
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,3,3,Myrish Elite Crossbowman [T4],myrish_elite_crossbowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,74,35,122,9,30,0,1.648649,0.744681,3.259259,2461,6,True,0.049573,0.081729,1666,6,True,0.044418,1.116070,0.005156,0.472973,0.121622,0.527027,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,4,10,Magister Guard Elite [T6],magister_guard,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,5,39,15,54,5,19,0,1.384615,0.604651,2.030303,2217,5,True,0.024357,0.033725,1373,5,True,0.028405,0.857500,-0.004048,0.384615,0.128205,0.615385,2,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,5,8,Myrish Master Crossbowman [T5],myrish_master_crossbowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,92,42,94,7,43,0,1.021739,0.682927,1.422222,2461,6,True,0.038196,0.039026,1666,6,True,0.055222,0.691677,-0.017026,0.456522,0.076087,0.543478,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,6,7,Myrish Soldier [T3],myrish_soldier,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,2,24,7,24,6,11,0,1.000000,,,532,2,True,0.045113,0.045113,665,2,True,0.036090,1.250000,0.009023,0.291667,0.250000,0.708333,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,7,9,Myrish Warrior [T4],myrish_warrior,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,9,7,9,0,2,0,1.000000,,,244,1,True,0.036885,0.036885,293,1,True,0.030717,1.200820,0.006169,0.777778,0.000000,0.222222,1,0,0,insufficient_evidence,4,11
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,8,12,Essosi Veteran Convoy Guard [T5],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,1,4,1,2,0,1.000000,,,288,1,True,0.013889,0.013889,372,1,True,0.010753,1.291667,0.003136,0.250000,0.250000,0.750000,1,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,9,15,Braavosi Soldier [T3],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,0,0,0,1.000000,,,244,1,True,0.004098,0.004098,293,1,True,0.003413,1.200820,0.000685,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,10,16,Pentoshi Pike Warrior [T4],pentoshi_pike_warrior,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,0,0,0,1.000000,,,244,1,True,0.004098,0.004098,293,1,True,0.003413,1.200820,0.000685,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,11,4,Myrish Legionnaire [T5],myrish_axeman,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,197,80,196,33,84,0,0.994924,0.351852,1.804020,2461,6,True,0.079642,0.079238,1666,6,True,0.118247,0.673524,-0.038605,0.406091,0.167513,0.593909,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,12,6,Pentoshi Soldier [T3],pentoshi_soldier,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,134,53,133,20,61,0,0.992537,0.367347,1.877551,2461,6,True,0.054043,0.053640,1666,6,True,0.080432,0.671909,-0.026389,0.395522,0.149254,0.604478,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,13,5,Myrish Cavalry [T5],myrish_cavalry,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,220,95,182,36,89,0,0.827273,0.364035,1.324074,2461,6,True,0.073954,0.061180,1666,6,True,0.132053,0.560031,-0.058099,0.431818,0.163636,0.568182,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,14,14,Pentoshi Man at Arms [T4],pentoshi_man_at_arms,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,4,21,10,17,2,9,0,0.809524,,,1929,4,True,0.008813,0.007134,1001,4,True,0.020979,0.420079,-0.012166,0.476190,0.095238,0.523810,1,2,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,15,2,Myrish Elite Archer [T5],myrish_elite_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,2,93,61,68,7,25,0,0.731183,,,532,2,True,0.127820,0.093459,665,2,True,0.139850,0.913978,-0.012030,0.655914,0.075269,0.344086,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,16,17,Pentoshi Cavalry [T5],pentoshi_cavalry,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,2,1,0,0,0,0.500000,,,244,1,True,0.004098,0.002049,293,1,True,0.006826,0.600410,-0.002728,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,17,18,Pentoshi Archer [T4],pentoshi_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,3,1,0,0,0,0.333333,,,244,1,True,0.004098,0.001366,293,1,True,0.010239,0.400273,-0.006141,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,18,13,Pentoshi Footman [T2],pentoshi_footman,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,43,27,11,2,14,0,0.255814,,,288,1,True,0.038194,0.009771,372,1,True,0.115591,0.330426,-0.077397,0.627907,0.046512,0.372093,1,0,0,insufficient_evidence,4,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,19,19,Myrish Archer [T4],myrish_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,13,7,1,0,6,0,0.076923,,,244,1,True,0.004098,0.000315,293,1,True,0.044369,0.092371,-0.040270,0.538462,0.000000,0.461538,1,0,0,insufficient_evidence,4,7
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,20,20,Myrish Noble Youth [T2],myrish_noble_recruit,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,4,11,2,0,2,7,0,0.000000,,,1929,4,True,0.000000,0.000000,1001,4,True,0.010989,0.000000,-0.010989,0.181818,0.181818,0.818182,1,2,1,insufficient_evidence,1,9
